country_code,country_name,year,personnel,population,per_1000
NZL,New Zealand,1991,11000,3495100.0,3.1472633114932336
NZL,New Zealand,1992,11000,3531700.0,3.114647336976527
NZL,New Zealand,1993,11000,3572200.0,3.0793348636694478
NZL,New Zealand,1994,10000,3620000.0,2.7624309392265194
NZL,New Zealand,1995,10000,3673400.0,2.7222736429465892
NZL,New Zealand,1996,10000,3732000.0,2.679528403001072
NZL,New Zealand,1997,10000,3781300.0,2.64459312934705
NZL,New Zealand,1998,10000,3815000.0,2.6212319790301444
NZL,New Zealand,1999,10000,3835100.0,2.6074939375765953
NZL,New Zealand,2000,9000,3857700.0,2.332996344972393
NZL,New Zealand,2001,9000,3880500.0,2.3192887514495553
NZL,New Zealand,2002,9000,3948500.0,2.2793465873116374
NZL,New Zealand,2003,9000,4027200.0,2.234803337306317
NZL,New Zealand,2004,9000,4087500.0,2.2018348623853212
NZL,New Zealand,2005,9000,4133900.0,2.1771208785892253
NZL,New Zealand,2006,9000,4184600.0,2.1507432012617693
NZL,New Zealand,2007,9000,4223800.0,2.1307827075145602
NZL,New Zealand,2008,9000,4259800.0,2.1127752476642097
NZL,New Zealand,2009,9000,4302600.0,2.09175847162181
NZL,New Zealand,2010,10000,4350700.0,2.298480704254488
NZL,New Zealand,2011,10000,4384000.0,2.2810218978102186
NZL,New Zealand,2012,10000,4408100.0,2.2685510764274857
NZL,New Zealand,2013,9000,4442100.0,2.0260687512662927
NZL,New Zealand,2014,9000,4516500.0,1.9926934573231483
NZL,New Zealand,2015,9000,4609400.0,1.9525317828784658
NZL,New Zealand,2016,9000,4714100.0,1.9091661186652809
NZL,New Zealand,2017,9000,4813600.0,1.8697025095562572
NZL,New Zealand,2018,9000,4900600.0,1.8365098151246786
NZL,New Zealand,2019,9000,4970300.0,1.81075588998652
NZL,New Zealand,2020,9000,5072400.0,1.7743080198722496
NZL,New Zealand,2021,10000,5084600.0,1.9667230460606537
NZL,New Zealand,2022,9000,5081700.0,1.7710608654584097
SWE,Sweden,1819,54000,,
SWE,Sweden,1823,45000,,
SWE,Sweden,1828,45000,,
SWE,Sweden,1830,42000,,
SWE,Sweden,1831,45000,,
SWE,Sweden,1833,52000,,
SWE,Sweden,1840,52000,,
SWE,Sweden,1844,52000,,
SWE,Sweden,1846,52000,,
SWE,Sweden,1848,47000,,
SWE,Sweden,1849,49000,,
SWE,Sweden,1850,34000,,
SWE,Sweden,1851,34000,,
SWE,Sweden,1852,49000,,
SWE,Sweden,1853,77000,,
SWE,Sweden,1855,77000,,
SWE,Sweden,1856,77000,,
SWE,Sweden,1857,77000,,
SWE,Sweden,1858,76000,,
SWE,Sweden,1859,77000,,
SWE,Sweden,1860,77000,,
SWE,Sweden,1861,77000,,
SWE,Sweden,1862,91000,,
SWE,Sweden,1863,91000,,
SWE,Sweden,1864,117000,,
SWE,Sweden,1865,117000,,
SWE,Sweden,1866,120000,,
SWE,Sweden,1867,120000,,
SWE,Sweden,1868,83000,,
SWE,Sweden,1869,83000,,
SWE,Sweden,1870,83000,,
SWE,Sweden,1871,83000,,
SWE,Sweden,1872,86000,,
SWE,Sweden,1873,82000,,
SWE,Sweden,1875,79000,,
SWE,Sweden,1876,54000,,
SWE,Sweden,1877,94000,,
SWE,Sweden,1878,86000,,
SWE,Sweden,1879,64000,,
SWE,Sweden,1880,92000,,
SWE,Sweden,1881,66000,,
SWE,Sweden,1882,67000,,
SWE,Sweden,1883,69000,,
SWE,Sweden,1884,62000,,
SWE,Sweden,1885,65000,,
SWE,Sweden,1886,65000,,
SWE,Sweden,1887,65000,,
SWE,Sweden,1888,64000,,
SWE,Sweden,1889,64000,,
SWE,Sweden,1890,66000,,
SWE,Sweden,1891,66000,,
SWE,Sweden,1892,63000,,
SWE,Sweden,1893,63000,,
SWE,Sweden,1894,63000,,
SWE,Sweden,1895,63000,,
SWE,Sweden,1896,62000,,
SWE,Sweden,1897,63000,,
SWE,Sweden,1898,63000,,
SWE,Sweden,1899,63000,,
SWE,Sweden,1900,75000,,
SWE,Sweden,1901,75000,,
SWE,Sweden,1902,73000,,
SWE,Sweden,1903,103000,,
SWE,Sweden,1904,95000,,
SWE,Sweden,1905,64000,,
SWE,Sweden,1906,67000,,
SWE,Sweden,1907,67000,,
SWE,Sweden,1908,67000,,
SWE,Sweden,1909,65000,,
SWE,Sweden,1910,71000,,
SWE,Sweden,1911,74000,,
SWE,Sweden,1912,74000,,
SWE,Sweden,1913,86000,,
SWE,Sweden,1915,80000,,
SWE,Sweden,1916,99000,,
SWE,Sweden,1917,100000,,
SWE,Sweden,1918,101000,,
SWE,Sweden,1920,101000,,
SWE,Sweden,1921,25000,,
SWE,Sweden,1922,30000,,
SWE,Sweden,1923,25000,,
SWE,Sweden,1924,40000,,
SWE,Sweden,1925,30000,,
SWE,Sweden,1926,28000,,
SWE,Sweden,1927,28000,,
SWE,Sweden,1928,38000,,
SWE,Sweden,1929,38000,,
SWE,Sweden,1930,39000,,
SWE,Sweden,1931,32000,,
SWE,Sweden,1932,32000,,
SWE,Sweden,1933,34000,,
SWE,Sweden,1935,39000,,
SWE,Sweden,1936,30000,,
SWE,Sweden,1937,27000,,
SWE,Sweden,1938,41000,,
SWE,Sweden,1940,100000,,
SWE,Sweden,1942,400000,,
SWE,Sweden,1943,400000,,
SWE,Sweden,1944,400000,,
SWE,Sweden,1945,400000,,
SWE,Sweden,1957,28000,,
SWE,Sweden,1958,28000,,
SWE,Sweden,1959,29000,,
SWE,Sweden,1960,29000,7484656.0,3.8745935684953325
SWE,Sweden,1961,80000,7519998.0,10.63830070167572
SWE,Sweden,1962,80000,7561588.0,10.579788266697419
SWE,Sweden,1963,70000,7604328.0,9.205284148711101
SWE,Sweden,1964,70000,7661354.0,9.13676616430986
SWE,Sweden,1965,70000,7733853.0,9.05111591854668
SWE,Sweden,1966,70000,7807797.0,8.965397025563036
SWE,Sweden,1967,70000,7867931.0,8.896875175951594
SWE,Sweden,1968,75000,7912273.0,9.478944925181423
SWE,Sweden,1969,75000,7968072.0,9.412565549106484
SWE,Sweden,1970,75000,8042801.0,9.325109498544101
SWE,Sweden,1971,75000,8098334.0,9.261164086341708
SWE,Sweden,1972,75000,8122300.0,9.233837706068478
SWE,Sweden,1973,75000,8136312.0,9.217935595390147
SWE,Sweden,1974,75000,8159955.0,9.191227157502707
SWE,Sweden,1975,75000,8192437.0,9.154785077993276
SWE,Sweden,1976,66000,8222286.0,8.026964763813858
SWE,Sweden,1977,69000,8251540.0,8.362075442887024
SWE,Sweden,1978,69000,8275599.0,8.337765036706104
SWE,Sweden,1979,68000,8293678.0,8.199016166289551
SWE,Sweden,1980,70000,8310531.0,8.423047817281471
SWE,Sweden,1981,70000,8320503.0,8.412952918831952
SWE,Sweden,1982,70000,8325263.0,8.408142781795602
SWE,Sweden,1983,68000,8329033.0,8.164213060507745
SWE,Sweden,1984,69000,8336605.0,8.27675054773496
SWE,Sweden,1985,69000,8350386.0,8.26309107147861
SWE,Sweden,1986,66000,8369829.0,7.885465760411592
SWE,Sweden,1987,66000,8397804.0,7.85919747591156
SWE,Sweden,1988,65000,8436489.0,7.7046268892189635
SWE,Sweden,1989,62000,8492964.0,7.300160462236741
SWE,Sweden,1990,65000,8558835.0,7.59449154002852
SWE,Sweden,1991,63000,8617375.0,7.310811006832127
SWE,Sweden,1992,70000,8668067.0,8.075618243375368
SWE,Sweden,1993,70000,8718561.0,8.028847879827875
SWE,Sweden,1994,70000,8780745.0,7.9719887093862765
SWE,Sweden,1995,70000,8826939.0,7.930268918817724
SWE,Sweden,1996,60000,8840998.0,6.786564141288122
SWE,Sweden,1997,60000,8846062.0,6.782679117555359
SWE,Sweden,1998,55000,8850974.0,6.2140053738718475
SWE,Sweden,1999,52000,8857874.0,5.870483143020548
SWE,Sweden,2000,53000,8872109.0,5.973776922713641
SWE,Sweden,2001,34000,8895960.0,3.821959631113449
SWE,Sweden,2002,34000,8924958.0,3.8095417367790416
SWE,Sweden,2003,28000,8958229.0,3.1256177978928648
SWE,Sweden,2004,28000,8993531.0,3.113348917127211
SWE,Sweden,2005,28000,9029572.0,3.100922169954456
SWE,Sweden,2006,28000,9080505.0,3.0835289447007628
SWE,Sweden,2007,28000,9148092.0,3.0607475307419296
SWE,Sweden,2008,24000,9219637.0,2.603139364380615
SWE,Sweden,2009,17000,9298515.0,1.8282489193166866
SWE,Sweden,2010,13000,9378126.0,1.3862044506546405
SWE,Sweden,2011,21000,9449213.0,2.222407305243304
SWE,Sweden,2012,20000,9519374.0,2.1009784887115477
SWE,Sweden,2013,21000,9600379.0,2.1874136427322295
SWE,Sweden,2014,15000,9696110.0,1.547012152296127
SWE,Sweden,2015,15000,9799186.0,1.5307393899860662
SWE,Sweden,2016,30000,9923085.0,3.0232533531658756
SWE,Sweden,2017,30000,10057698.0,2.9827898988416632
SWE,Sweden,2018,30000,10175214.0,2.9483409390701762
SWE,Sweden,2019,30000,10278887.0,2.918603930561743
SWE,Sweden,2020,15000,10353442.0,1.4487935509756078
SWE,Sweden,2021,15000,10415811.0,1.4401182970773951
SWE,Sweden,2022,15000,10486941.0,1.4303503757673472
USA,United States,1816,17000,,
USA,United States,1817,15000,,
USA,United States,1818,14000,,
USA,United States,1819,13000,,
USA,United States,1820,15000,,
USA,United States,1821,11000,,
USA,United States,1822,10000,,
USA,United States,1823,11000,,
USA,United States,1824,11000,,
USA,United States,1825,11000,,
USA,United States,1826,12000,,
USA,United States,1827,12000,,
USA,United States,1828,11000,,
USA,United States,1829,12000,,
USA,United States,1830,12000,,
USA,United States,1831,11000,,
USA,United States,1832,12000,,
USA,United States,1833,13000,,
USA,United States,1834,13000,,
USA,United States,1835,14000,,
USA,United States,1836,17000,,
USA,United States,1837,22000,,
USA,United States,1838,18000,,
USA,United States,1839,19000,,
USA,United States,1840,22000,,
USA,United States,1841,21000,,
USA,United States,1842,23000,,
USA,United States,1843,21000,,
USA,United States,1844,21000,,
USA,United States,1845,21000,,
USA,United States,1846,39000,,
USA,United States,1847,58000,,
USA,United States,1848,60000,,
USA,United States,1849,23000,,
USA,United States,1850,21000,,
USA,United States,1851,21000,,
USA,United States,1852,21000,,
USA,United States,1853,21000,,
USA,United States,1854,21000,,
USA,United States,1855,26000,,
USA,United States,1856,26000,,
USA,United States,1857,27000,,
USA,United States,1858,29000,,
USA,United States,1859,29000,,
USA,United States,1860,28000,,
USA,United States,1861,217000,,
USA,United States,1862,673000,,
USA,United States,1863,960000,,
USA,United States,1864,1032000,,
USA,United States,1865,1063000,,
USA,United States,1866,77000,,
USA,United States,1867,75000,,
USA,United States,1868,66000,,
USA,United States,1869,52000,,
USA,United States,1870,50000,,
USA,United States,1871,42000,,
USA,United States,1872,42000,,
USA,United States,1873,43000,,
USA,United States,1874,44000,,
USA,United States,1875,38000,,
USA,United States,1876,41000,,
USA,United States,1877,34000,,
USA,United States,1878,36000,,
USA,United States,1879,38000,,
USA,United States,1880,38000,,
USA,United States,1881,38000,,
USA,United States,1882,38000,,
USA,United States,1883,37000,,
USA,United States,1884,39000,,
USA,United States,1885,39000,,
USA,United States,1886,39000,,
USA,United States,1887,39000,,
USA,United States,1888,39000,,
USA,United States,1889,39000,,
USA,United States,1890,39000,,
USA,United States,1891,38000,,
USA,United States,1892,39000,,
USA,United States,1893,39000,,
USA,United States,1894,42000,,
USA,United States,1895,42000,,
USA,United States,1896,42000,,
USA,United States,1897,44000,,
USA,United States,1898,236000,,
USA,United States,1899,100000,,
USA,United States,1900,126000,,
USA,United States,1901,112000,,
USA,United States,1902,111000,,
USA,United States,1903,106000,,
USA,United States,1904,110000,,
USA,United States,1905,108000,,
USA,United States,1906,112000,,
USA,United States,1907,108000,,
USA,United States,1908,129000,,
USA,United States,1909,142000,,
USA,United States,1910,139000,,
USA,United States,1911,145000,,
USA,United States,1912,153000,,
USA,United States,1913,155000,,
USA,United States,1914,166000,,
USA,United States,1915,174000,,
USA,United States,1916,179000,,
USA,United States,1917,644000,,
USA,United States,1918,2897000,,
USA,United States,1919,1173000,,
USA,United States,1920,343000,,
USA,United States,1921,387000,,
USA,United States,1922,270000,,
USA,United States,1923,247000,,
USA,United States,1924,261000,,
USA,United States,1925,252000,,
USA,United States,1926,247000,,
USA,United States,1927,249000,,
USA,United States,1928,251000,,
USA,United States,1929,255000,,
USA,United States,1930,256000,,
USA,United States,1931,253000,,
USA,United States,1932,245000,,
USA,United States,1933,244000,,
USA,United States,1934,247000,,
USA,United States,1935,252000,,
USA,United States,1936,291000,,
USA,United States,1937,312000,,
USA,United States,1938,323000,,
USA,United States,1939,334000,,
USA,United States,1940,458000,,
USA,United States,1941,1801000,,
USA,United States,1942,3859000,,
USA,United States,1943,9045000,,
USA,United States,1944,11452000,,
USA,United States,1945,12123000,,
USA,United States,1946,3030000,,
USA,United States,1947,1583000,,
USA,United States,1948,1446000,,
USA,United States,1949,1615000,,
USA,United States,1950,1460000,,
USA,United States,1951,3249000,,
USA,United States,1952,3636000,,
USA,United States,1953,3555000,,
USA,United States,1954,3302000,,
USA,United States,1955,2935000,,
USA,United States,1956,2806000,,
USA,United States,1957,2796000,,
USA,United States,1958,2411000,,
USA,United States,1959,2328000,,
USA,United States,1960,2306000,180671000.0,12.763531502011944
USA,United States,1961,2307000,183691000.0,12.559134633705517
USA,United States,1962,2807000,186538000.0,15.04787228339534
USA,United States,1963,2700000,189242000.0,14.267445915811502
USA,United States,1964,2687000,191889000.0,14.002887085763122
USA,United States,1965,2660000,194303000.0,13.689958466930515
USA,United States,1966,3090000,196560000.0,15.72039072039072
USA,United States,1967,3380000,198712000.0,17.009541446918153
USA,United States,1968,3550000,200706000.0,17.68756290295258
USA,United States,1969,3460000,202677000.0,17.071497999279643
USA,United States,1970,3070000,205052000.0,14.971812028168465
USA,United States,1971,2720000,207661000.0,13.098270739329966
USA,United States,1972,2323000,209896000.0,11.067385752944315
USA,United States,1973,2206000,211909000.0,10.410128876074165
USA,United States,1974,2146000,213854000.0,10.034883612184013
USA,United States,1975,2098000,215973000.0,9.714177235117353
USA,United States,1976,2075000,218035000.0,9.516820693925288
USA,United States,1977,2060000,220239000.0,9.353475088426663
USA,United States,1978,2060000,222585000.0,9.254891389806142
USA,United States,1979,2033000,225055000.0,9.03334740396792
USA,United States,1980,2050000,227225000.0,9.02189459786555
USA,United States,1981,2101000,229466000.0,9.156040546311871
USA,United States,1982,2168000,231664000.0,9.35838110366738
USA,United States,1983,2201000,233792000.0,9.41435121817684
USA,United States,1984,2222000,235825000.0,9.422241068588997
USA,United States,1985,2244000,237924000.0,9.43158319463358
USA,United States,1986,2269000,240133000.0,9.448930384411971
USA,United States,1987,2280000,242289000.0,9.410249743075418
USA,United States,1988,2250000,244499000.0,9.20249162573262
USA,United States,1989,2240000,246819000.0,9.075476361220165
USA,United States,1990,2180000,249623000.0,8.733169619786638
USA,United States,1991,2110000,252981000.0,8.340547313829893
USA,United States,1992,1920000,256514000.0,7.48497158049853
USA,United States,1993,1810000,259919000.0,6.96370792439183
USA,United States,1994,1710000,263126000.0,6.498787653063551
USA,United States,1995,1620000,266278000.0,6.083867236497195
USA,United States,1996,1570000,269394000.0,5.827895201823352
USA,United States,1997,1530000,272657000.0,5.6114458825557385
USA,United States,1998,1510000,275854000.0,5.473910111870772
USA,United States,1999,1490000,279040000.0,5.33973623853211
USA,United States,2000,1366000,282162411.0,4.841183470040593
USA,United States,2001,1368000,284968955.0,4.800522920119492
USA,United States,2002,1414000,287625193.0,4.916120125819438
USA,United States,2003,1427000,290107933.0,4.918858940682605
USA,United States,2004,1450000,292805298.0,4.952096187822393
USA,United States,2005,1474000,295516599.0,4.987875486479864
USA,United States,2006,1546000,298379912.0,5.1813139485073645
USA,United States,2007,1506000,301231207.0,4.999482009179746
USA,United States,2008,1498000,304093966.0,4.926108925160324
USA,United States,2009,1540000,306771529.0,5.020022571912141
USA,United States,2010,1580000,309378227.0,5.107017437267814
USA,United States,2011,1564000,311839461.0,5.015401177851574
USA,United States,2012,1569000,314339099.0,4.991424881573513
USA,United States,2013,1520000,316726282.0,4.799096527139482
USA,United States,2014,1492000,319257560.0,4.673342739323072
USA,United States,2015,1433000,321815121.0,4.4528672100525695
USA,United States,2016,1381000,324353340.0,4.257702417986508
USA,United States,2017,1347000,326608609.0,4.124202372142616
USA,United States,2018,1348000,328529577.0,4.103131329329292
USA,United States,2019,1359000,330226227.0,4.115360588848686
USA,United States,2020,1360000,331578104.0,4.101597733968585
USA,United States,2021,1395000,332100166.0,4.200539905782523
USA,United States,2022,1360000,333996304.0,4.071901346549033
