city,pollutant,unit,year,month,date,value
Abbotsford,CO,ppm,2003,4,2003-04-01,0.35
Abbotsford,CO,ppm,2003,5,2003-05-01,0.41
Abbotsford,CO,ppm,2003,6,2003-06-01,0.4
Abbotsford,CO,ppm,2003,7,2003-07-01,0.39
Abbotsford,CO,ppm,2003,8,2003-08-01,0.43
Abbotsford,CO,ppm,2003,9,2003-09-01,0.41
Abbotsford,CO,ppm,2003,10,2003-10-01,0.45
Abbotsford,CO,ppm,2003,11,2003-11-01,0.56
Abbotsford,CO,ppm,2003,12,2003-12-01,0.39
Abbotsford,CO,ppm,2004,1,2004-01-01,0.45
Abbotsford,CO,ppm,2004,2,2004-02-01,0.52
Abbotsford,CO,ppm,2004,4,2004-04-01,0.36
Abbotsford,CO,ppm,2004,5,2004-05-01,0.31
Abbotsford,CO,ppm,2004,6,2004-06-01,0.31
Abbotsford,CO,ppm,2004,7,2004-07-01,0.26
Abbotsford,CO,ppm,2004,8,2004-08-01,0.3
Abbotsford,CO,ppm,2004,9,2004-09-01,0.36
Abbotsford,CO,ppm,2004,10,2004-10-01,0.49
Abbotsford,CO,ppm,2004,11,2004-11-01,0.47
Abbotsford,CO,ppm,2004,12,2004-12-01,0.44
Abbotsford,CO,ppm,2005,1,2005-01-01,0.33
Abbotsford,CO,ppm,2005,2,2005-02-01,0.44
Abbotsford,CO,ppm,2005,3,2005-03-01,0.32
Abbotsford,CO,ppm,2005,4,2005-04-01,0.31
Abbotsford,CO,ppm,2005,5,2005-05-01,0.27
Abbotsford,CO,ppm,2005,6,2005-06-01,0.21
Abbotsford,CO,ppm,2005,7,2005-07-01,0.25
Abbotsford,CO,ppm,2005,8,2005-08-01,0.29
Abbotsford,CO,ppm,2005,9,2005-09-01,0.34
Abbotsford,CO,ppm,2005,10,2005-10-01,0.38
Abbotsford,CO,ppm,2005,11,2005-11-01,0.49
Abbotsford,CO,ppm,2005,12,2005-12-01,0.49
Abbotsford,CO,ppm,2006,1,2006-01-01,0.34
Abbotsford,CO,ppm,2006,2,2006-02-01,0.37
Abbotsford,CO,ppm,2006,3,2006-03-01,0.34
Abbotsford,CO,ppm,2006,4,2006-04-01,0.32
Abbotsford,CO,ppm,2006,5,2006-05-01,0.31
Abbotsford,CO,ppm,2006,6,2006-06-01,0.27
Abbotsford,CO,ppm,2006,7,2006-07-01,0.27
Abbotsford,CO,ppm,2006,8,2006-08-01,0.29
Abbotsford,CO,ppm,2006,9,2006-09-01,0.38
Abbotsford,CO,ppm,2006,10,2006-10-01,0.39
Abbotsford,CO,ppm,2006,11,2006-11-01,0.32
Abbotsford,CO,ppm,2006,12,2006-12-01,0.41
Abbotsford,CO,ppm,2007,1,2007-01-01,0.44
Abbotsford,CO,ppm,2007,2,2007-02-01,0.34
Abbotsford,CO,ppm,2007,3,2007-03-01,0.24
Abbotsford,CO,ppm,2007,4,2007-04-01,0.22
Abbotsford,CO,ppm,2007,5,2007-05-01,0.19
Abbotsford,CO,ppm,2007,6,2007-06-01,0.24
Abbotsford,CO,ppm,2007,7,2007-07-01,0.14
Abbotsford,CO,ppm,2007,8,2007-08-01,0.28
Abbotsford,CO,ppm,2007,9,2007-09-01,0.29
Abbotsford,CO,ppm,2007,10,2007-10-01,0.35
Abbotsford,CO,ppm,2007,11,2007-11-01,0.4
Abbotsford,CO,ppm,2007,12,2007-12-01,0.31
Abbotsford,CO,ppm,2008,1,2008-01-01,0.43
Abbotsford,CO,ppm,2008,2,2008-02-01,0.36
Abbotsford,CO,ppm,2008,3,2008-03-01,0.3
Abbotsford,CO,ppm,2008,4,2008-04-01,0.26
Abbotsford,CO,ppm,2008,5,2008-05-01,0.26
Abbotsford,CO,ppm,2008,6,2008-06-01,0.23
Abbotsford,CO,ppm,2008,7,2008-07-01,0.22
Abbotsford,CO,ppm,2008,8,2008-08-01,0.21
Abbotsford,CO,ppm,2008,9,2008-09-01,0.27
Abbotsford,CO,ppm,2008,10,2008-10-01,0.33
Abbotsford,CO,ppm,2008,11,2008-11-01,0.32
Abbotsford,CO,ppm,2008,12,2008-12-01,0.3
Abbotsford,CO,ppm,2009,1,2009-01-01,0.42
Abbotsford,CO,ppm,2009,2,2009-02-01,0.35
Abbotsford,CO,ppm,2009,3,2009-03-01,0.27
Abbotsford,CO,ppm,2009,4,2009-04-01,0.25
Abbotsford,CO,ppm,2009,5,2009-05-01,0.23
Abbotsford,CO,ppm,2009,6,2009-06-01,0.19
Abbotsford,CO,ppm,2009,7,2009-07-01,0.19
Abbotsford,CO,ppm,2009,8,2009-08-01,0.2
Abbotsford,CO,ppm,2009,9,2009-09-01,0.19
Abbotsford,CO,ppm,2009,10,2009-10-01,0.25
Abbotsford,CO,ppm,2009,11,2009-11-01,0.24
Abbotsford,CO,ppm,2009,12,2009-12-01,0.35
Abbotsford,CO,ppm,2010,1,2010-01-01,0.3
Abbotsford,CO,ppm,2010,2,2010-02-01,0.3
Abbotsford,CO,ppm,2010,3,2010-03-01,0.28
Abbotsford,CO,ppm,2010,4,2010-04-01,0.22
Abbotsford,CO,ppm,2010,5,2010-05-01,0.21
Abbotsford,CO,ppm,2010,6,2010-06-01,0.16
Abbotsford,CO,ppm,2010,7,2010-07-01,0.16
Abbotsford,CO,ppm,2010,8,2010-08-01,0.18
Abbotsford,CO,ppm,2010,9,2010-09-01,0.18
Abbotsford,CO,ppm,2010,10,2010-10-01,0.25
Abbotsford,CO,ppm,2010,11,2010-11-01,0.25
Abbotsford,CO,ppm,2010,12,2010-12-01,0.24
Abbotsford,CO,ppm,2011,1,2011-01-01,0.27
Abbotsford,CO,ppm,2011,2,2011-02-01,0.24
Abbotsford,CO,ppm,2011,3,2011-03-01,0.22
Abbotsford,CO,ppm,2011,4,2011-04-01,0.21
Abbotsford,CO,ppm,2011,5,2011-05-01,0.2
Abbotsford,CO,ppm,2011,6,2011-06-01,0.16
Abbotsford,CO,ppm,2011,7,2011-07-01,0.14
Abbotsford,CO,ppm,2011,8,2011-08-01,0.16
Abbotsford,CO,ppm,2011,9,2011-09-01,0.18
Abbotsford,CO,ppm,2011,10,2011-10-01,0.24
Abbotsford,CO,ppm,2011,11,2011-11-01,0.26
Abbotsford,CO,ppm,2011,12,2011-12-01,0.31
Abbotsford,CO,ppm,2012,1,2012-01-01,0.22
Abbotsford,CO,ppm,2012,2,2012-02-01,0.23
Abbotsford,CO,ppm,2012,3,2012-03-01,0.21
Abbotsford,CO,ppm,2012,4,2012-04-01,0.22
Abbotsford,CO,ppm,2012,5,2012-05-01,0.22
Abbotsford,CO,ppm,2012,6,2012-06-01,0.15
Abbotsford,CO,ppm,2012,7,2012-07-01,0.15
Abbotsford,CO,ppm,2012,8,2012-08-01,0.2
Abbotsford,CO,ppm,2012,9,2012-09-01,0.24
Abbotsford,CO,ppm,2012,10,2012-10-01,0.21
Abbotsford,CO,ppm,2012,11,2012-11-01,0.23
Abbotsford,CO,ppm,2012,12,2012-12-01,0.23
Abbotsford,CO,ppm,2013,1,2013-01-01,0.25
Abbotsford,CO,ppm,2013,2,2013-02-01,0.23
Abbotsford,CO,ppm,2013,3,2013-03-01,0.21
Abbotsford,CO,ppm,2013,4,2013-04-01,0.19
Abbotsford,CO,ppm,2013,5,2013-05-01,0.17
Abbotsford,CO,ppm,2013,6,2013-06-01,0.15
Abbotsford,CO,ppm,2013,7,2013-07-01,0.14
Abbotsford,CO,ppm,2013,8,2013-08-01,0.14
Abbotsford,CO,ppm,2013,9,2013-09-01,0.17
Abbotsford,CO,ppm,2013,10,2013-10-01,0.25
Abbotsford,CO,ppm,2013,11,2013-11-01,0.22
Abbotsford,CO,ppm,2013,12,2013-12-01,0.22
Abbotsford,CO,ppm,2014,1,2014-01-01,0.27
Abbotsford,CO,ppm,2014,2,2014-02-01,0.17
Abbotsford,CO,ppm,2014,3,2014-03-01,0.2
Abbotsford,CO,ppm,2014,4,2014-04-01,0.18
Abbotsford,CO,ppm,2014,5,2014-05-01,0.16
Abbotsford,CO,ppm,2014,6,2014-06-01,0.15
Abbotsford,CO,ppm,2014,7,2014-07-01,0.15
Abbotsford,CO,ppm,2014,8,2014-08-01,0.18
Abbotsford,CO,ppm,2014,9,2014-09-01,0.19
Abbotsford,CO,ppm,2014,10,2014-10-01,0.19
Abbotsford,CO,ppm,2014,11,2014-11-01,0.23
Abbotsford,CO,ppm,2014,12,2014-12-01,0.22
Abbotsford,CO,ppm,2015,1,2015-01-01,0.26
Abbotsford,CO,ppm,2015,2,2015-02-01,0.23
Abbotsford,CO,ppm,2015,3,2015-03-01,0.22
Abbotsford,CO,ppm,2015,4,2015-04-01,0.2
Abbotsford,CO,ppm,2015,5,2015-05-01,0.18
Abbotsford,CO,ppm,2015,6,2015-06-01,0.17
Abbotsford,CO,ppm,2015,7,2015-07-01,0.18
Abbotsford,CO,ppm,2015,8,2015-08-01,0.18
Abbotsford,CO,ppm,2015,9,2015-09-01,0.2
Abbotsford,CO,ppm,2015,10,2015-10-01,0.24
Abbotsford,CO,ppm,2015,11,2015-11-01,0.27
Abbotsford,CO,ppm,2015,12,2015-12-01,0.22
Abbotsford,CO,ppm,2016,1,2016-01-01,0.22
Abbotsford,CO,ppm,2016,2,2016-02-01,0.21
Abbotsford,CO,ppm,2016,3,2016-03-01,0.19
Abbotsford,CO,ppm,2016,4,2016-04-01,0.2
Abbotsford,CO,ppm,2016,5,2016-05-01,0.17
Abbotsford,CO,ppm,2016,6,2016-06-01,0.16
Abbotsford,CO,ppm,2016,7,2016-07-01,0.18
Abbotsford,CO,ppm,2016,8,2016-08-01,0.16
Abbotsford,CO,ppm,2016,9,2016-09-01,0.16
Abbotsford,CO,ppm,2016,10,2016-10-01,0.19
Abbotsford,CO,ppm,2016,11,2016-11-01,0.18
Abbotsford,CO,ppm,2016,12,2016-12-01,0.2
Abbotsford,CO,ppm,2017,1,2017-01-01,0.23
Abbotsford,CO,ppm,2017,2,2017-02-01,0.2
Abbotsford,CO,ppm,2017,3,2017-03-01,0.18
Abbotsford,CO,ppm,2017,4,2017-04-01,0.17
Abbotsford,CO,ppm,2017,5,2017-05-01,0.18
Abbotsford,CO,ppm,2017,6,2017-06-01,0.14
Abbotsford,CO,ppm,2017,7,2017-07-01,0.14
Abbotsford,CO,ppm,2017,8,2017-08-01,0.21
Abbotsford,CO,ppm,2017,9,2017-09-01,0.21
Abbotsford,CO,ppm,2017,10,2017-10-01,0.19
Abbotsford,CO,ppm,2017,11,2017-11-01,0.16
Abbotsford,CO,ppm,2017,12,2017-12-01,0.22
Abbotsford,CO,ppm,2018,1,2018-01-01,0.18
Abbotsford,CO,ppm,2018,2,2018-02-01,0.18
Abbotsford,CO,ppm,2018,3,2018-03-01,0.2
Abbotsford,CO,ppm,2018,4,2018-04-01,0.17
Abbotsford,CO,ppm,2018,5,2018-05-01,0.16
Abbotsford,CO,ppm,2018,6,2018-06-01,0.14
Abbotsford,CO,ppm,2018,7,2018-07-01,0.15
Abbotsford,CO,ppm,2018,8,2018-08-01,0.27
Abbotsford,CO,ppm,2018,9,2018-09-01,0.16
Abbotsford,CO,ppm,2018,10,2018-10-01,0.22
Abbotsford,CO,ppm,2018,11,2018-11-01,0.19
Abbotsford,CO,ppm,2018,12,2018-12-01,0.17
Abbotsford,CO,ppm,2019,1,2019-01-01,0.2
Abbotsford,CO,ppm,2019,2,2019-02-01,0.17
Abbotsford,CO,ppm,2019,3,2019-03-01,0.21
Abbotsford,CO,ppm,2019,4,2019-04-01,0.17
Abbotsford,CO,ppm,2019,5,2019-05-01,0.15
Abbotsford,CO,ppm,2019,6,2019-06-01,0.11
Abbotsford,CO,ppm,2019,7,2019-07-01,0.12
Abbotsford,CO,ppm,2019,8,2019-08-01,0.16
Abbotsford,CO,ppm,2019,9,2019-09-01,0.15
Abbotsford,CO,ppm,2019,10,2019-10-01,0.18
Abbotsford,CO,ppm,2019,11,2019-11-01,0.22
Abbotsford,CO,ppm,2019,12,2019-12-01,0.19
Abbotsford,CO,ppm,2020,1,2020-01-01,0.15
Abbotsford,CO,ppm,2020,2,2020-02-01,0.18
Abbotsford,CO,ppm,2020,3,2020-03-01,0.17
Abbotsford,CO,ppm,2020,4,2020-04-01,0.16
Abbotsford,CO,ppm,2020,5,2020-05-01,0.15
Abbotsford,CO,ppm,2020,6,2020-06-01,0.14
Abbotsford,CO,ppm,2020,7,2020-07-01,0.14
Abbotsford,CO,ppm,2020,8,2020-08-01,0.15
Abbotsford,CO,ppm,2020,9,2020-09-01,0.41
Abbotsford,CO,ppm,2020,10,2020-10-01,0.18
Abbotsford,CO,ppm,2020,11,2020-11-01,0.18
Abbotsford,CO,ppm,2020,12,2020-12-01,0.2
Abbotsford,CO,ppm,2021,1,2021-01-01,0.15
Abbotsford,CO,ppm,2021,2,2021-02-01,0.13
Abbotsford,CO,ppm,2021,3,2021-03-01,0.15
Abbotsford,CO,ppm,2021,4,2021-04-01,0.14
Abbotsford,CO,ppm,2021,5,2021-05-01,0.12
Abbotsford,CO,ppm,2021,6,2021-06-01,0.11
Abbotsford,CO,ppm,2021,7,2021-07-01,0.1
Abbotsford,CO,ppm,2021,8,2021-08-01,0.16
Abbotsford,CO,ppm,2021,9,2021-09-01,0.15
Abbotsford,CO,ppm,2021,10,2021-10-01,0.15
Abbotsford,CO,ppm,2021,11,2021-11-01,0.13
Abbotsford,CO,ppm,2021,12,2021-12-01,0.12
Abbotsford,CO,ppm,2022,1,2022-01-01,0.17
Abbotsford,CO,ppm,2022,2,2022-02-01,0.15
Abbotsford,CO,ppm,2022,3,2022-03-01,0.13
Abbotsford,CO,ppm,2022,4,2022-04-01,0.13
Abbotsford,CO,ppm,2022,5,2022-05-01,0.12
Abbotsford,CO,ppm,2022,6,2022-06-01,0.11
Abbotsford,CO,ppm,2022,7,2022-07-01,0.1
Abbotsford,CO,ppm,2022,8,2022-08-01,0.11
Abbotsford,CO,ppm,2022,9,2022-09-01,0.15
Abbotsford,CO,ppm,2022,10,2022-10-01,0.24
Abbotsford,CO,ppm,2022,11,2022-11-01,0.16
Abbotsford,CO,ppm,2022,12,2022-12-01,0.14
Abbotsford,CO,ppm,2023,1,2023-01-01,0.14
Abbotsford,CO,ppm,2023,2,2023-02-01,0.13
Abbotsford,CO,ppm,2023,3,2023-03-01,0.13
Abbotsford,CO,ppm,2023,4,2023-04-01,0.14
Abbotsford,CO,ppm,2023,5,2023-05-01,0.16
Abbotsford,CO,ppm,2023,6,2023-06-01,0.16
Abbotsford,CO,ppm,2023,7,2023-07-01,0.15
Abbotsford,CO,ppm,2023,8,2023-08-01,0.22
Abbotsford,CO,ppm,2023,9,2023-09-01,0.21
Abbotsford,CO,ppm,2023,10,2023-10-01,0.21
Abbotsford,CO,ppm,2023,11,2023-11-01,0.22
Abbotsford,CO,ppm,2023,12,2023-12-01,0.2
Abbotsford,CO,ppm,2024,1,2024-01-01,0.17
Abbotsford,CO,ppm,2024,2,2024-02-01,0.19
Abbotsford,CO,ppm,2024,3,2024-03-01,0.18
Abbotsford,CO,ppm,2024,4,2024-04-01,0.17
Abbotsford,CO,ppm,2024,5,2024-05-01,0.16
Abbotsford,CO,ppm,2024,6,2024-06-01,0.14
Abbotsford,CO,ppm,2024,7,2024-07-01,0.16
Abbotsford,CO,ppm,2024,8,2024-08-01,0.2
Abbotsford,CO,ppm,2024,9,2024-09-01,0.2
Abbotsford,CO,ppm,2024,10,2024-10-01,0.2
Abbotsford,CO,ppm,2024,11,2024-11-01,0.21
Abbotsford,CO,ppm,2024,12,2024-12-01,0.2
Calgary,CO,ppm,1974,1,1974-01-01,3.36
Calgary,CO,ppm,1974,2,1974-02-01,3.68
Calgary,CO,ppm,1974,3,1974-03-01,3.06
Calgary,CO,ppm,1974,4,1974-04-01,2.83
Calgary,CO,ppm,1974,5,1974-05-01,2.54
Calgary,CO,ppm,1974,6,1974-06-01,2.13
Calgary,CO,ppm,1974,7,1974-07-01,2.08
Calgary,CO,ppm,1974,8,1974-08-01,1.95
Calgary,CO,ppm,1974,9,1974-09-01,1.92
Calgary,CO,ppm,1974,10,1974-10-01,2.26
Calgary,CO,ppm,1974,11,1974-11-01,2.29
Calgary,CO,ppm,1974,12,1974-12-01,2.6
Calgary,CO,ppm,1975,1,1975-01-01,1.99
Calgary,CO,ppm,1975,2,1975-02-01,2.13
Calgary,CO,ppm,1975,3,1975-03-01,1.75
Calgary,CO,ppm,1975,4,1975-04-01,1.97
Calgary,CO,ppm,1975,5,1975-05-01,1.66
Calgary,CO,ppm,1975,6,1975-06-01,1.63
Calgary,CO,ppm,1975,7,1975-07-01,2.36
Calgary,CO,ppm,1975,8,1975-08-01,2.44
Calgary,CO,ppm,1975,9,1975-09-01,3.04
Calgary,CO,ppm,1975,10,1975-10-01,2.98
Calgary,CO,ppm,1975,11,1975-11-01,2.17
Calgary,CO,ppm,1975,12,1975-12-01,1.95
Calgary,CO,ppm,1976,1,1976-01-01,1.97
Calgary,CO,ppm,1976,2,1976-02-01,1.9
Calgary,CO,ppm,1976,3,1976-03-01,1.71
Calgary,CO,ppm,1976,4,1976-04-01,1.39
Calgary,CO,ppm,1976,5,1976-05-01,1.15
Calgary,CO,ppm,1976,6,1976-06-01,1.11
Calgary,CO,ppm,1976,7,1976-07-01,1.08
Calgary,CO,ppm,1976,8,1976-08-01,1.5
Calgary,CO,ppm,1976,9,1976-09-01,1.57
Calgary,CO,ppm,1976,10,1976-10-01,2.07
Calgary,CO,ppm,1976,11,1976-11-01,2.38
Calgary,CO,ppm,1976,12,1976-12-01,2.35
Calgary,CO,ppm,1977,1,1977-01-01,2.49
Calgary,CO,ppm,1977,2,1977-02-01,2.21
Calgary,CO,ppm,1977,3,1977-03-01,1.78
Calgary,CO,ppm,1977,4,1977-04-01,1.54
Calgary,CO,ppm,1977,5,1977-05-01,1.33
Calgary,CO,ppm,1977,6,1977-06-01,1.29
Calgary,CO,ppm,1977,7,1977-07-01,1.13
Calgary,CO,ppm,1977,8,1977-08-01,1.32
Calgary,CO,ppm,1977,9,1977-09-01,1.67
Calgary,CO,ppm,1977,10,1977-10-01,2.23
Calgary,CO,ppm,1977,11,1977-11-01,2.49
Calgary,CO,ppm,1977,12,1977-12-01,2.82
Calgary,CO,ppm,1978,1,1978-01-01,2.68
Calgary,CO,ppm,1978,2,1978-02-01,2.76
Calgary,CO,ppm,1978,3,1978-03-01,2.27
Calgary,CO,ppm,1978,4,1978-04-01,1.64
Calgary,CO,ppm,1978,5,1978-05-01,1.38
Calgary,CO,ppm,1978,6,1978-06-01,1.39
Calgary,CO,ppm,1978,7,1978-07-01,1.28
Calgary,CO,ppm,1978,8,1978-08-01,1.44
Calgary,CO,ppm,1978,9,1978-09-01,1.88
Calgary,CO,ppm,1978,10,1978-10-01,1.99
Calgary,CO,ppm,1978,11,1978-11-01,2.56
Calgary,CO,ppm,1978,12,1978-12-01,2.38
Calgary,CO,ppm,1979,1,1979-01-01,2.3
Calgary,CO,ppm,1979,2,1979-02-01,2.15
Calgary,CO,ppm,1979,3,1979-03-01,2.14
Calgary,CO,ppm,1979,4,1979-04-01,1.3
Calgary,CO,ppm,1979,5,1979-05-01,1.39
Calgary,CO,ppm,1979,6,1979-06-01,1.29
Calgary,CO,ppm,1979,7,1979-07-01,1.38
Calgary,CO,ppm,1979,8,1979-08-01,1.64
Calgary,CO,ppm,1979,9,1979-09-01,1.76
Calgary,CO,ppm,1979,10,1979-10-01,2.58
Calgary,CO,ppm,1979,11,1979-11-01,2.23
Calgary,CO,ppm,1979,12,1979-12-01,3.23
Calgary,CO,ppm,1980,1,1980-01-01,2.74
Calgary,CO,ppm,1980,2,1980-02-01,1.69
Calgary,CO,ppm,1980,3,1980-03-01,1.76
Calgary,CO,ppm,1980,4,1980-04-01,1.38
Calgary,CO,ppm,1980,5,1980-05-01,1.2
Calgary,CO,ppm,1980,6,1980-06-01,1.13
Calgary,CO,ppm,1980,7,1980-07-01,0.96
Calgary,CO,ppm,1980,8,1980-08-01,1.09
Calgary,CO,ppm,1980,9,1980-09-01,1.67
Calgary,CO,ppm,1980,10,1980-10-01,2.01
Calgary,CO,ppm,1980,11,1980-11-01,2.35
Calgary,CO,ppm,1980,12,1980-12-01,2.26
Calgary,CO,ppm,1981,1,1981-01-01,2.31
Calgary,CO,ppm,1981,2,1981-02-01,2.0
Calgary,CO,ppm,1981,3,1981-03-01,1.63
Calgary,CO,ppm,1981,4,1981-04-01,1.11
Calgary,CO,ppm,1981,5,1981-05-01,1.23
Calgary,CO,ppm,1981,6,1981-06-01,1.05
Calgary,CO,ppm,1981,7,1981-07-01,1.23
Calgary,CO,ppm,1981,8,1981-08-01,1.47
Calgary,CO,ppm,1981,9,1981-09-01,1.63
Calgary,CO,ppm,1981,10,1981-10-01,1.84
Calgary,CO,ppm,1981,11,1981-11-01,2.61
Calgary,CO,ppm,1981,12,1981-12-01,2.02
Calgary,CO,ppm,1982,1,1982-01-01,1.82
Calgary,CO,ppm,1982,2,1982-02-01,1.7
Calgary,CO,ppm,1982,3,1982-03-01,1.46
Calgary,CO,ppm,1982,4,1982-04-01,1.04
Calgary,CO,ppm,1982,5,1982-05-01,1.04
Calgary,CO,ppm,1982,6,1982-06-01,1.18
Calgary,CO,ppm,1982,7,1982-07-01,1.15
Calgary,CO,ppm,1982,8,1982-08-01,1.1
Calgary,CO,ppm,1982,9,1982-09-01,1.33
Calgary,CO,ppm,1982,10,1982-10-01,1.83
Calgary,CO,ppm,1982,11,1982-11-01,2.25
Calgary,CO,ppm,1982,12,1982-12-01,2.14
Calgary,CO,ppm,1983,1,1983-01-01,2.32
Calgary,CO,ppm,1983,2,1983-02-01,2.54
Calgary,CO,ppm,1983,3,1983-03-01,1.44
Calgary,CO,ppm,1983,4,1983-04-01,1.25
Calgary,CO,ppm,1983,5,1983-05-01,1.04
Calgary,CO,ppm,1983,6,1983-06-01,1.03
Calgary,CO,ppm,1983,7,1983-07-01,1.15
Calgary,CO,ppm,1983,8,1983-08-01,1.32
Calgary,CO,ppm,1983,9,1983-09-01,1.13
Calgary,CO,ppm,1983,10,1983-10-01,1.97
Calgary,CO,ppm,1983,11,1983-11-01,2.06
Calgary,CO,ppm,1983,12,1983-12-01,1.79
Calgary,CO,ppm,1984,1,1984-01-01,1.61
Calgary,CO,ppm,1984,2,1984-02-01,1.7
Calgary,CO,ppm,1984,3,1984-03-01,1.34
Calgary,CO,ppm,1984,4,1984-04-01,0.97
Calgary,CO,ppm,1984,5,1984-05-01,0.89
Calgary,CO,ppm,1984,6,1984-06-01,0.74
Calgary,CO,ppm,1984,7,1984-07-01,0.73
Calgary,CO,ppm,1984,8,1984-08-01,1.01
Calgary,CO,ppm,1984,9,1984-09-01,1.36
Calgary,CO,ppm,1984,10,1984-10-01,1.45
Calgary,CO,ppm,1984,11,1984-11-01,2.63
Calgary,CO,ppm,1984,12,1984-12-01,2.22
Calgary,CO,ppm,1985,1,1985-01-01,1.8
Calgary,CO,ppm,1985,2,1985-02-01,1.64
Calgary,CO,ppm,1985,3,1985-03-01,1.3
Calgary,CO,ppm,1985,4,1985-04-01,0.98
Calgary,CO,ppm,1985,5,1985-05-01,0.92
Calgary,CO,ppm,1985,6,1985-06-01,0.87
Calgary,CO,ppm,1985,7,1985-07-01,0.87
Calgary,CO,ppm,1985,8,1985-08-01,1.05
Calgary,CO,ppm,1985,9,1985-09-01,1.09
Calgary,CO,ppm,1985,10,1985-10-01,1.46
Calgary,CO,ppm,1985,11,1985-11-01,1.51
Calgary,CO,ppm,1985,12,1985-12-01,1.53
Calgary,CO,ppm,1986,1,1986-01-01,2.73
Calgary,CO,ppm,1986,2,1986-02-01,1.77
Calgary,CO,ppm,1986,3,1986-03-01,1.36
Calgary,CO,ppm,1986,4,1986-04-01,0.99
Calgary,CO,ppm,1986,5,1986-05-01,0.84
Calgary,CO,ppm,1986,6,1986-06-01,0.77
Calgary,CO,ppm,1986,7,1986-07-01,1.03
Calgary,CO,ppm,1986,8,1986-08-01,1.15
Calgary,CO,ppm,1986,9,1986-09-01,1.17
Calgary,CO,ppm,1986,10,1986-10-01,1.47
Calgary,CO,ppm,1986,11,1986-11-01,1.71
Calgary,CO,ppm,1986,12,1986-12-01,1.63
Calgary,CO,ppm,1987,1,1987-01-01,1.36
Calgary,CO,ppm,1987,2,1987-02-01,1.69
Calgary,CO,ppm,1987,3,1987-03-01,1.19
Calgary,CO,ppm,1987,4,1987-04-01,1.03
Calgary,CO,ppm,1987,5,1987-05-01,1.07
Calgary,CO,ppm,1987,6,1987-06-01,0.85
Calgary,CO,ppm,1987,7,1987-07-01,0.89
Calgary,CO,ppm,1987,8,1987-08-01,0.79
Calgary,CO,ppm,1987,9,1987-09-01,1.12
Calgary,CO,ppm,1987,10,1987-10-01,1.4
Calgary,CO,ppm,1987,11,1987-11-01,1.88
Calgary,CO,ppm,1987,12,1987-12-01,1.43
Calgary,CO,ppm,1988,1,1988-01-01,1.96
Calgary,CO,ppm,1988,2,1988-02-01,1.52
Calgary,CO,ppm,1988,3,1988-03-01,1.08
Calgary,CO,ppm,1988,4,1988-04-01,0.81
Calgary,CO,ppm,1988,5,1988-05-01,0.72
Calgary,CO,ppm,1988,6,1988-06-01,0.78
Calgary,CO,ppm,1988,7,1988-07-01,0.8
Calgary,CO,ppm,1988,8,1988-08-01,0.93
