country_code,year,health_pc_usd,country_name
USA,1991,2900.962,United States
USA,1992,3099.613,United States
USA,1993,3285.59,United States
USA,1994,3427.941,United States
USA,1995,3584.168,United States
USA,1996,3734.304,United States
USA,1997,3890.535,United States
USA,1998,4057.367,United States
USA,1999,4257.864,United States
USA,2000,4534.731,United States
USA,2001,4886.511,United States
USA,2002,5316.225,United States
USA,2003,5727.067,United States
USA,2004,6069.673,United States
USA,2005,6431.89,United States
USA,2006,6806.112,United States
USA,2007,7163.76,United States
USA,2008,7381.521,United States
USA,2009,7641.851,United States
USA,2010,7875.817,United States
USA,2011,8073.473,United States
USA,2012,8338.512,United States
USA,2013,8512.133,United States
USA,2014,8928.283,United States
USA,2015,9360.445,United States
USA,2016,9727.216,United States
USA,2017,10045.443,United States
USA,2018,10486.068,United States
USA,2019,10922.221,United States
USA,2020,12076.794,United States
USA,2021,12523.743,United States
USA,2022,13061.949,United States
USA,2023,13932.605,United States
USA,2024,14823.139,United States
USA,2025,15843.279,United States
