country_code,year,rd_pct_gdp,country_name
FRA,1996,2.232233219,France
FRA,1997,2.152162956,France
FRA,1998,2.10343716,France
FRA,1999,2.116506562,France
FRA,2000,2.100660779,France
FRA,2001,2.149401704,France
FRA,2002,2.187580908,France
FRA,2003,2.130852649,France
FRA,2004,2.104382926,France
FRA,2005,2.055996776,France
FRA,2006,2.053304654,France
FRA,2007,2.028152442,France
FRA,2008,2.063634623,France
FRA,2009,2.212729997,France
FRA,2010,2.177715247,France
FRA,2011,2.187605273,France
FRA,2012,2.227617501,France
FRA,2013,2.233688191,France
FRA,2014,2.271723455,France
FRA,2015,2.224012693,France
FRA,2016,2.224683926,France
FRA,2017,2.204216425,France
FRA,2018,2.204068095,France
FRA,2019,2.196680397,France
FRA,2020,2.274201474,France
FRA,2021,2.2127829,France
FRA,2022,2.220574912,France
FRA,2023,2.175165889,France
FRA,2024,2.178167291,France
GBR,1981,2.238511994,United Kingdom
GBR,1983,2.062501354,United Kingdom
GBR,1985,2.087601082,United Kingdom
GBR,1986,2.101576609,United Kingdom
GBR,1987,2.022304344,United Kingdom
GBR,1988,1.961221175,United Kingdom
GBR,1989,1.953886237,United Kingdom
GBR,1990,1.947624794,United Kingdom
GBR,1991,1.872320461,United Kingdom
GBR,1992,1.839713168,United Kingdom
GBR,1993,1.863581515,United Kingdom
GBR,1994,1.836322256,United Kingdom
GBR,1995,1.6414967,United Kingdom
GBR,1996,1.569161425,United Kingdom
GBR,1997,1.529056199,United Kingdom
GBR,1998,1.541128078,United Kingdom
GBR,1999,1.617292557,United Kingdom
GBR,2000,1.6037887,United Kingdom
GBR,2001,1.589337895,United Kingdom
GBR,2002,1.609497709,United Kingdom
GBR,2003,1.576084632,United Kingdom
GBR,2004,1.525690901,United Kingdom
GBR,2005,1.545071473,United Kingdom
GBR,2006,1.569813542,United Kingdom
GBR,2007,1.610902226,United Kingdom
GBR,2008,1.600358191,United Kingdom
GBR,2009,1.658555667,United Kingdom
GBR,2010,1.631474423,United Kingdom
GBR,2011,1.639556991,United Kingdom
GBR,2012,1.568558664,United Kingdom
GBR,2013,1.613970818,United Kingdom
GBR,2014,2.249718143,United Kingdom
GBR,2015,2.262008718,United Kingdom
GBR,2016,2.30534155,United Kingdom
GBR,2017,2.309668218,United Kingdom
GBR,2018,2.684860969,United Kingdom
GBR,2019,2.648127953,United Kingdom
GBR,2020,2.910551979,United Kingdom
GBR,2021,2.853168705,United Kingdom
GBR,2022,2.782027464,United Kingdom
GBR,2023,2.753363172,United Kingdom
ISR,1991,2.112206278,Israel
ISR,1992,2.166663079,Israel
ISR,1993,2.260769611,Israel
ISR,1994,2.309788432,Israel
ISR,1995,2.31698111,Israel
ISR,1996,2.476698227,Israel
ISR,1997,2.696910139,Israel
ISR,1998,2.809064682,Israel
ISR,1999,3.214308848,Israel
ISR,2000,3.816023819,Israel
ISR,2001,4.056771175,Israel
ISR,2002,3.995684116,Israel
ISR,2003,3.765150535,Israel
ISR,2004,3.750312488,Israel
ISR,2005,3.915838987,Israel
ISR,2006,4.019064856,Israel
ISR,2007,4.29072493,Israel
ISR,2008,4.247007783,Israel
ISR,2009,4.023471406,Israel
ISR,2010,3.847010149,Israel
ISR,2011,3.921281393,Israel
ISR,2012,4.066719486,Israel
ISR,2013,4.126120819,Israel
ISR,2014,4.224456808,Israel
ISR,2015,4.331742017,Israel
ISR,2016,4.608732161,Israel
ISR,2017,5.091784151,Israel
ISR,2018,5.438638071,Israel
ISR,2019,5.791215597,Israel
ISR,2020,6.34593206,Israel
ISR,2021,6.310932759,Israel
ISR,2022,6.690420044,Israel
ISR,2023,6.958948349,Israel
ISR,2024,6.761183184,Israel
ITA,1981,0.826363608,Italy
ITA,1982,0.848684365,Italy
ITA,1983,0.893620197,Italy
ITA,1984,0.949639766,Italy
ITA,1985,1.055297128,Italy
ITA,1986,1.064867013,Italy
ITA,1987,1.117395159,Italy
ITA,1988,1.141829888,Italy
ITA,1989,1.158929746,Italy
ITA,1990,1.198484206,Italy
ITA,1991,1.139484214,Italy
ITA,1992,1.101198742,Italy
ITA,1993,1.04860212,Italy
ITA,1994,0.978771479,Italy
ITA,1995,0.931422539,Italy
ITA,1996,0.944212707,Italy
ITA,1997,0.985223519,Italy
ITA,1998,1.002754157,Italy
ITA,1999,0.978650837,Italy
ITA,2000,1.001032983,Italy
ITA,2001,1.037135903,Italy
ITA,2002,1.077038718,Italy
ITA,2003,1.055391436,Italy
ITA,2004,1.046621272,Italy
ITA,2005,1.040562999,Italy
ITA,2006,1.079023418,Italy
ITA,2007,1.124205278,Italy
ITA,2008,1.155477445,Italy
ITA,2009,1.212607635,Italy
ITA,2010,1.212952458,Italy
ITA,2011,1.195309028,Italy
ITA,2012,1.255589371,Italy
ITA,2013,1.294245891,Italy
ITA,2014,1.33147901,Italy
ITA,2015,1.332128724,Italy
ITA,2016,1.35915306,Italy
ITA,2017,1.363929233,Italy
ITA,2018,1.419340317,Italy
ITA,2019,1.455581412,Italy
ITA,2020,1.498687345,Italy
ITA,2021,1.410649857,Italy
ITA,2022,1.365626855,Italy
ITA,2023,1.372044278,Italy
ITA,2024,1.381223118,Italy
JPN,1981,2.003815074,Japan
JPN,1982,2.084062048,Japan
JPN,1983,2.193578208,Japan
JPN,1984,2.284408046,Japan
JPN,1985,2.430913999,Japan
JPN,1986,2.39667652,Japan
JPN,1987,2.454529205,Japan
JPN,1988,2.479450798,Japan
JPN,1989,2.581719049,Japan
JPN,1990,2.661536531,Japan
JPN,1991,2.629913501,Japan
JPN,1992,2.57876092,Japan
JPN,1993,2.524655489,Japan
JPN,1994,2.471422294,Japan
JPN,1995,2.563019132,Japan
JPN,1996,2.643028325,Japan
JPN,1997,2.721765284,Japan
JPN,1998,2.827451354,Japan
JPN,1999,2.84671783,Japan
JPN,2000,2.858408118,Japan
JPN,2001,2.923484997,Japan
JPN,2002,2.965137192,Japan
JPN,2003,2.993195203,Japan
JPN,2004,2.981245971,Japan
JPN,2005,3.130918982,Japan
JPN,2006,3.227655613,Japan
JPN,2007,3.292571953,Japan
JPN,2008,3.292238812,Japan
JPN,2009,3.195898318,Japan
JPN,2010,3.104951313,Japan
JPN,2011,3.205366018,Japan
JPN,2012,3.173705284,Japan
JPN,2013,3.27895603,Japan
JPN,2014,3.367875199,Japan
JPN,2015,3.240707296,Japan
JPN,2016,3.106656458,Japan
JPN,2017,3.166356159,Japan
JPN,2018,3.219196015,Japan
JPN,2019,3.218237396,Japan
JPN,2020,3.26555705,Japan
JPN,2021,3.27382694,Japan
JPN,2022,3.400532198,Japan
JPN,2023,3.44124934,Japan
JPN,2024,3.623194577,Japan
KOR,1991,1.663609971,South Korea
KOR,1992,1.741752648,South Korea
KOR,1993,1.88945941,South Korea
KOR,1994,2.050601486,South Korea
KOR,1995,2.08776544,South Korea
KOR,1996,2.142325123,South Korea
KOR,1997,2.17408805,South Korea
KOR,1998,2.036078255,South Korea
KOR,1999,1.944601043,South Korea
KOR,2000,2.04940549,South Korea
KOR,2001,2.198718861,South Korea
KOR,2002,2.130415626,South Korea
KOR,2003,2.196572764,South Korea
KOR,2004,2.352920693,South Korea
KOR,2005,2.427251636,South Korea
KOR,2006,2.615154105,South Korea
KOR,2007,2.758945599,South Korea
KOR,2008,2.86773325,South Korea
KOR,2009,3.021455912,South Korea
KOR,2010,3.179130089,South Korea
KOR,2011,3.444101844,South Korea
KOR,2012,3.685191076,South Korea
KOR,2013,3.774874742,South Korea
KOR,2014,3.889821059,South Korea
KOR,2015,3.789078648,South Korea
KOR,2016,3.786389673,South Korea
KOR,2017,4.073405361,South Korea
KOR,2018,4.27153981,South Korea
KOR,2019,4.363781528,South Korea
KOR,2020,4.521408849,South Korea
KOR,2021,4.596725801,South Korea
KOR,2022,4.847530126,South Korea
KOR,2023,4.943523396,South Korea
KOR,2024,5.125284062,South Korea
NLD,1981,1.619610136,Netherlands
NLD,1982,1.718733446,Netherlands
NLD,1983,1.755431246,Netherlands
NLD,1984,1.697957329,Netherlands
NLD,1985,1.828300182,Netherlands
NLD,1986,1.934246422,Netherlands
NLD,1987,2.01967922,Netherlands
NLD,1988,1.96034201,Netherlands
NLD,1989,1.872438465,Netherlands
NLD,1990,1.913492302,Netherlands
NLD,1991,1.812608183,Netherlands
NLD,1992,1.749913534,Netherlands
NLD,1993,1.771109314,Netherlands
NLD,1994,1.806817484,Netherlands
NLD,1995,1.820032215,Netherlands
NLD,1996,1.837330206,Netherlands
NLD,1997,1.841709837,Netherlands
NLD,1998,1.739663795,Netherlands
NLD,1999,1.819856573,Netherlands
NLD,2000,1.789067009,Netherlands
NLD,2001,1.792144382,Netherlands
NLD,2002,1.739308532,Netherlands
NLD,2003,1.776652211,Netherlands
NLD,2004,1.781316959,Netherlands
NLD,2005,1.766698848,Netherlands
NLD,2006,1.732079994,Netherlands
NLD,2007,1.660631849,Netherlands
NLD,2008,1.612469849,Netherlands
NLD,2009,1.651609955,Netherlands
NLD,2010,1.693876726,Netherlands
NLD,2011,1.865100189,Netherlands
NLD,2012,1.90094314,Netherlands
NLD,2013,2.139529153,Netherlands
NLD,2014,2.150665977,Netherlands
NLD,2015,2.117924697,Netherlands
NLD,2016,2.115458048,Netherlands
NLD,2017,2.141674691,Netherlands
NLD,2018,2.10270135,Netherlands
NLD,2019,2.140359884,Netherlands
NLD,2020,2.265136326,Netherlands
NLD,2021,2.215420448,Netherlands
NLD,2022,2.175289288,Netherlands
NLD,2023,2.304896142,Netherlands
NLD,2024,2.28764819,Netherlands
NOR,1981,1.154424637,Norway
NOR,1982,1.224880974,Norway
NOR,1983,1.265586881,Norway
NOR,1984,1.347796385,Norway
NOR,1985,1.44201123,Norway
NOR,1987,1.607043287,Norway
NOR,1989,1.627450482,Norway
NOR,1991,1.595153445,Norway
NOR,1993,1.66735835,Norway
NOR,1995,1.651642859,Norway
NOR,1997,1.593495365,Norway
NOR,1999,1.60436586,Norway
NOR,2001,1.560195008,Norway
NOR,2002,1.626447676,Norway
NOR,2003,1.67572094,Norway
NOR,2004,1.539754256,Norway
NOR,2005,1.477153403,Norway
NOR,2006,1.449720006,Norway
NOR,2007,1.557944457,Norway
NOR,2008,1.545561155,Norway
NOR,2009,1.716780505,Norway
NOR,2010,1.641203047,Norway
NOR,2011,1.617136945,Norway
NOR,2012,1.610532329,Norway
NOR,2013,1.642158536,Norway
NOR,2014,1.703691217,Norway
NOR,2015,1.923504153,Norway
NOR,2016,2.032865485,Norway
NOR,2017,2.081674868,Norway
NOR,2018,2.034823201,Norway
NOR,2019,2.135995154,Norway
NOR,2020,2.244362754,Norway
NOR,2021,1.887638193,Norway
NOR,2022,1.550807819,Norway
NOR,2023,1.851424201,Norway
NOR,2024,1.800074202,Norway
NZL,1981,0.961538462,New Zealand
NZL,1983,0.873256191,New Zealand
NZL,1989,0.837465639,New Zealand
NZL,1990,0.951830494,New Zealand
NZL,1991,0.940539971,New Zealand
NZL,1992,0.96420456,New Zealand
NZL,1993,0.975229087,New Zealand
NZL,1995,0.924141566,New Zealand
NZL,1997,1.056495274,New Zealand
NZL,1999,0.963878193,New Zealand
NZL,2001,1.10028591,New Zealand
NZL,2003,1.148927336,New Zealand
NZL,2005,1.120419298,New Zealand
NZL,2007,1.157633093,New Zealand
NZL,2009,1.249159269,New Zealand
NZL,2011,1.230828383,New Zealand
NZL,2013,1.152746413,New Zealand
NZL,2015,1.22706588,New Zealand
NZL,2017,1.347877488,New Zealand
NZL,2019,1.464197676,New Zealand
NZL,2021,1.486048798,New Zealand
NZL,2023,1.54848304,New Zealand
SWE,1981,2.031447566,Sweden
SWE,1983,2.262346408,Sweden
SWE,1985,2.548843324,Sweden
SWE,1987,2.636897966,Sweden
SWE,1989,2.585217798,Sweden
SWE,1991,2.521745554,Sweden
SWE,1993,2.961093542,Sweden
SWE,1995,3.098399906,Sweden
SWE,1997,3.27268106,Sweden
SWE,1999,3.378282818,Sweden
SWE,2001,3.872174247,Sweden
SWE,2003,3.582314421,Sweden
SWE,2004,3.366294101,Sweden
SWE,2005,3.364117785,Sweden
SWE,2006,3.4796428,Sweden
SWE,2007,3.241776075,Sweden
SWE,2008,3.490844144,Sweden
SWE,2009,3.412677283,Sweden
SWE,2010,3.187570146,Sweden
SWE,2011,3.206879044,Sweden
SWE,2012,3.246372998,Sweden
SWE,2013,3.275579136,Sweden
SWE,2014,3.124582142,Sweden
SWE,2015,3.241504953,Sweden
SWE,2016,3.263794558,Sweden
SWE,2017,3.399521848,Sweden
SWE,2018,3.35614212,Sweden
SWE,2019,3.406631879,Sweden
SWE,2020,3.507482263,Sweden
SWE,2021,3.445359368,Sweden
SWE,2022,3.501520473,Sweden
SWE,2023,3.640187414,Sweden
SWE,2024,3.559558379,Sweden
USA,1981,2.268446209,United States
USA,1982,2.427366081,United States
USA,1983,2.487673492,United States
USA,1984,2.547891539,United States
USA,1985,2.65544037,United States
USA,1986,2.632570179,United States
USA,1987,2.608864901,United States
USA,1988,2.562868118,United States
USA,1989,2.521066793,United States
USA,1990,2.555564648,United States
USA,1991,2.620779786,United States
USA,1992,2.543400047,United States
USA,1993,2.422564273,United States
USA,1994,2.327645214,United States
USA,1995,2.409581781,United States
USA,1996,2.450130197,United States
USA,1997,2.477140331,United States
USA,1998,2.496210615,United States
USA,1999,2.543615668,United States
USA,2000,2.619834724,United States
USA,2001,2.637146781,United States
USA,2002,2.54745401,United States
USA,2003,2.550152971,United States
USA,2004,2.486855413,United States
USA,2005,2.50192554,United States
USA,2006,2.545451755,United States
USA,2007,2.615158473,United States
USA,2008,2.744812375,United States
USA,2009,2.791816062,United States
USA,2010,2.714464663,United States
USA,2011,2.738014986,United States
USA,2012,2.672743951,United States
USA,2013,2.695933571,United States
USA,2014,2.708804304,United States
USA,2015,2.773279437,United States
USA,2016,2.836779941,United States
USA,2017,2.883153473,United States
USA,2018,2.989555451,United States
USA,2019,3.142978485,United States
USA,2020,3.414514176,United States
USA,2021,3.462447491,United States
USA,2022,3.484327191,United States
USA,2023,3.423455829,United States
USA,2024,3.444858189,United States
