country_code,country_name,year,hightech_exports_pct
GBR,United Kingdom,2020,23.0073604990707
GBR,United Kingdom,2021,23.8654057182193
GBR,United Kingdom,2022,27.1597708192348
GBR,United Kingdom,2023,28.8917146113567
GBR,United Kingdom,2024,29.233260009076
ISR,Israel,2007,7.62716744231259
ISR,Israel,2008,17.0560538737395
ISR,Israel,2009,23.3965145235289
ISR,Israel,2010,19.3753611640664
ISR,Israel,2011,18.3985722541565
ISR,Israel,2012,19.8939600431067
ISR,Israel,2013,19.0362582405147
ISR,Israel,2014,19.4130528417277
ISR,Israel,2015,23.6539775366063
ISR,Israel,2016,21.8196172712291
ISR,Israel,2017,21.0679788533896
ISR,Israel,2018,22.5362840096475
ISR,Israel,2019,23.0916656017552
ISR,Israel,2020,28.197643074759
ISR,Israel,2021,29.5956758722761
ISR,Israel,2022,29.1090540410523
ISR,Israel,2023,34.9377735824443
ISR,Israel,2024,37.2335173751738
ITA,Italy,2007,6.73296300131478
ITA,Italy,2008,6.67785706953952
ITA,Italy,2009,7.80028749421402
ITA,Italy,2010,8.01620176122679
ITA,Italy,2011,7.97152825700225
ITA,Italy,2012,7.59501140176072
ITA,Italy,2013,7.77207145281516
ITA,Italy,2014,7.73691381710463
ITA,Italy,2015,8.15204658018138
ITA,Italy,2016,8.29074616964551
ITA,Italy,2017,7.8052686500986
ITA,Italy,2018,7.47655885813922
ITA,Italy,2019,7.75802459594121
ITA,Italy,2020,8.587243012964
ITA,Italy,2021,7.77024565516253
ITA,Italy,2022,9.15916231271025
ITA,Italy,2023,9.9836968942283
ITA,Italy,2024,12.2827088504022
JPN,Japan,2007,20.0653051826321
JPN,Japan,2008,18.8248542197178
JPN,Japan,2009,20.4459731275094
JPN,Japan,2010,19.1226872782363
JPN,Japan,2011,18.392253763449
JPN,Japan,2012,18.2382479591573
JPN,Japan,2013,17.7587589107099
JPN,Japan,2014,17.7805347199635
JPN,Japan,2015,18.0454889300336
JPN,Japan,2016,17.620423854837
JPN,Japan,2017,17.5942774665502
JPN,Japan,2018,17.2970528139362
JPN,Japan,2019,17.0303844450023
JPN,Japan,2020,18.6333487896777
JPN,Japan,2021,18.0039913482614
JPN,Japan,2022,18.2592615351902
JPN,Japan,2023,17.1028060703212
JPN,Japan,2024,17.5547415163067
KOR,South Korea,2007,32.4282584168837
KOR,South Korea,2008,30.4501393108657
KOR,South Korea,2009,32.1484365401841
KOR,South Korea,2010,32.1343974843399
KOR,South Korea,2011,28.2133210437189
KOR,South Korea,2012,28.2220757644767
KOR,South Korea,2013,29.8181999078998
KOR,South Korea,2014,30.0608682657817
KOR,South Korea,2015,31.2119270912605
KOR,South Korea,2016,30.5250266717443
KOR,South Korea,2017,32.546316460744
KOR,South Korea,2018,36.3912233579129
KOR,South Korea,2019,32.4050621736765
KOR,South Korea,2020,35.6022265413283
KOR,South Korea,2021,36.014503674486
KOR,South Korea,2022,36.118278931217
KOR,South Korea,2023,30.2762799912651
KOR,South Korea,2024,36.2582559366674
NLD,Netherlands,2007,29.0637289988816
NLD,Netherlands,2008,26.0445135250103
NLD,Netherlands,2009,28.0439383106726
NLD,Netherlands,2010,27.8649964298346
NLD,Netherlands,2011,25.2390821012445
NLD,Netherlands,2012,25.4832942720764
NLD,Netherlands,2013,24.6659051147577
NLD,Netherlands,2014,24.5559687632591
NLD,Netherlands,2015,24.074012919385
NLD,Netherlands,2016,24.0087404866077
NLD,Netherlands,2017,22.9219025245367
NLD,Netherlands,2018,22.5132061163246
NLD,Netherlands,2019,23.0482346929973
NLD,Netherlands,2020,23.1639760853804
NLD,Netherlands,2021,22.0023211908273
NLD,Netherlands,2022,21.9578380124342
NLD,Netherlands,2023,24.5106465274936
NLD,Netherlands,2024,23.4680052763745
NOR,Norway,2007,17.9336632987451
NOR,Norway,2008,18.648312613033
NOR,Norway,2009,19.9197869658293
NOR,Norway,2010,20.3684826960087
NOR,Norway,2011,21.5440989109981
NOR,Norway,2012,21.1240532638067
NOR,Norway,2013,21.0205001240338
NOR,Norway,2014,22.3154505616718
NOR,Norway,2015,22.2637499039318
NOR,Norway,2016,20.9563395259628
NOR,Norway,2017,21.5970984465797
NOR,Norway,2018,21.1178200437435
NOR,Norway,2019,22.4920145628444
NOR,Norway,2020,22.0688842926826
NOR,Norway,2021,20.5863715899543
NOR,Norway,2022,23.8849460450338
NOR,Norway,2023,25.6746143774999
NOR,Norway,2024,25.4139359384172
NZL,New Zealand,2007,10.1031516801271
NZL,New Zealand,2008,9.33209646762995
NZL,New Zealand,2009,9.91231926776552
NZL,New Zealand,2010,9.71533990710258
NZL,New Zealand,2011,9.97378060511744
NZL,New Zealand,2012,10.0832140526896
NZL,New Zealand,2013,10.7264399315762
NZL,New Zealand,2014,9.91429177740434
NZL,New Zealand,2015,10.1125452318052
NZL,New Zealand,2016,10.8777020288641
NZL,New Zealand,2017,9.2522910740142
NZL,New Zealand,2018,9.81175442917481
NZL,New Zealand,2019,9.86594609152879
NZL,New Zealand,2020,9.60874974217951
NZL,New Zealand,2021,9.76110781430146
NZL,New Zealand,2022,12.0543415422888
NZL,New Zealand,2023,12.6494857356401
NZL,New Zealand,2024,12.9670750449435
SWE,Sweden,2007,16.8057230661083
SWE,Sweden,2008,17.2485871067251
SWE,Sweden,2009,18.7732990037937
SWE,Sweden,2010,19.4114842380157
SWE,Sweden,2011,18.6981620670435
SWE,Sweden,2012,17.9838317924104
SWE,Sweden,2013,18.0253832958642
SWE,Sweden,2014,17.8774672401497
SWE,Sweden,2015,18.1290954128906
SWE,Sweden,2016,17.8376016375053
SWE,Sweden,2017,15.1103424459526
SWE,Sweden,2018,14.1643140590828
SWE,Sweden,2019,14.5057835745267
SWE,Sweden,2020,15.1359508380239
SWE,Sweden,2021,13.9348317468926
SWE,Sweden,2022,17.2566541363702
SWE,Sweden,2023,17.6238520277113
SWE,Sweden,2024,17.6524551082203
USA,United States,2007,29.8991351588255
USA,United States,2008,28.4192806106129
USA,United States,2009,24.3626446890131
USA,United States,2010,22.6194775165319
USA,United States,2011,20.624916162211
USA,United States,2012,20.174250704896
USA,United States,2013,20.188635370966
USA,United States,2014,20.4843982208576
USA,United States,2015,21.3904480368657
USA,United States,2016,22.4192942002286
USA,United States,2017,19.2659699620243
USA,United States,2018,18.4842699258676
USA,United States,2019,18.6853939276571
USA,United States,2020,19.4939761609452
USA,United States,2021,19.9014614131792
USA,United States,2022,20.5789833007379
USA,United States,2023,21.8459878355521
USA,United States,2024,24.322982844202
