country_code,year,gdp_per_capita,country_name
DEU,1974,5704.57283,Germany
DEU,1975,6202.511694,Germany
DEU,1976,6899.483724,Germany
DEU,1977,7588.188937,Germany
DEU,1978,8375.17809,Germany
DEU,1979,9443.822258,Germany
DEU,1980,10415.420797,Germany
DEU,1981,11444.475503,Germany
DEU,1982,12116.406632,Germany
DEU,1983,12823.846347,Germany
DEU,1984,13710.023075,Germany
DEU,1985,14506.029095,Germany
DEU,1986,15132.362878,Germany
DEU,1987,15719.020221,Germany
DEU,1988,16791.034003,Germany
DEU,1989,17999.79385,Germany
DEU,1990,19484.744187,Germany
DEU,1991,21011.442159,Germany
DEU,1992,21779.472456,Germany
DEU,1993,21957.121287,Germany
DEU,1994,22951.327727,Germany
DEU,1995,23738.106049,Germany
DEU,1996,24302.223784,Germany
DEU,1997,24808.149134,Germany
DEU,1998,25633.677084,Germany
DEU,1999,26738.840609,Germany
DEU,2000,27728.148898,Germany
DEU,2001,28967.139925,Germany
DEU,2002,29843.073411,Germany
DEU,2003,30667.456929,Germany
DEU,2004,32166.474119,Germany
DEU,2005,32763.616327,Germany
DEU,2006,35256.416836,Germany
DEU,2007,37494.809238,Germany
DEU,2008,39078.248689,Germany
DEU,2009,38222.823256,Germany
DEU,2010,40452.445425,Germany
DEU,2011,43384.111667,Germany
DEU,2012,44234.495586,Germany
DEU,2013,45949.484517,Germany
DEU,2014,48060.809841,Germany
DEU,2015,48770.474333,Germany
DEU,2016,51858.712082,Germany
DEU,2017,54551.287282,Germany
DEU,2018,56833.938216,Germany
DEU,2019,59953.085922,Germany
DEU,2020,59444.321161,Germany
DEU,2021,63548.21742,Germany
DEU,2022,70217.397604,Germany
DEU,2023,72262.483672,Germany
DEU,2024,73956.620229,Germany
DEU,2025,75385.325396,Germany
DNK,1966,3478.770791,Denmark
DNK,1967,3688.282882,Denmark
DNK,1968,4005.78455,Denmark
DNK,1969,4487.218886,Denmark
DNK,1970,4152.732905,Denmark
DNK,1971,4478.752278,Denmark
DNK,1972,4822.290015,Denmark
DNK,1973,5294.505323,Denmark
DNK,1974,5688.746333,Denmark
DNK,1975,6110.408085,Denmark
DNK,1976,6815.916724,Denmark
DNK,1977,7359.140178,Denmark
DNK,1978,8042.267052,Denmark
DNK,1979,9039.814775,Denmark
DNK,1980,9769.614904,Denmark
DNK,1981,10620.359402,Denmark
DNK,1982,11723.043212,Denmark
DNK,1983,12515.786037,Denmark
DNK,1984,13537.640208,Denmark
DNK,1985,14540.988247,Denmark
DNK,1986,15516.093968,Denmark
DNK,1987,15949.516363,Denmark
DNK,1988,16549.772511,Denmark
DNK,1989,17311.446369,Denmark
DNK,1990,18227.778265,Denmark
DNK,1991,19067.798983,Denmark
DNK,1992,19831.579597,Denmark
DNK,1993,20214.175847,Denmark
DNK,1994,21670.905038,Denmark
DNK,1995,22689.647924,Denmark
DNK,1996,23725.564755,Denmark
DNK,1997,24887.437798,Denmark
DNK,1998,25803.649671,Denmark
DNK,1999,26648.647254,Denmark
DNK,2000,28653.864179,Denmark
DNK,2001,29467.225097,Denmark
DNK,2002,30668.62901,Denmark
DNK,2003,30870.142351,Denmark
DNK,2004,33024.614235,Denmark
DNK,2005,34243.837824,Denmark
DNK,2006,37395.870616,Denmark
DNK,2007,39117.535909,Denmark
DNK,2008,41474.145014,Denmark
DNK,2009,40528.031213,Denmark
DNK,2010,43040.083042,Denmark
DNK,2011,44446.57809,Denmark
DNK,2012,44761.579789,Denmark
DNK,2013,46883.131074,Denmark
DNK,2014,47880.687634,Denmark
DNK,2015,48906.109829,Denmark
DNK,2016,51814.23663,Denmark
DNK,2017,55270.419717,Denmark
DNK,2018,57231.330513,Denmark
DNK,2019,60568.735529,Denmark
DNK,2020,62700.581101,Denmark
DNK,2021,69355.383418,Denmark
DNK,2022,78509.588131,Denmark
DNK,2023,77228.587883,Denmark
DNK,2024,82562.975214,Denmark
DNK,2025,84752.838856,Denmark
FIN,1970,3385.413509,Finland
FIN,1971,3636.147608,Finland
FIN,1972,4062.231602,Finland
FIN,1973,4558.541175,Finland
FIN,1974,5102.228041,Finland
FIN,1975,5650.882404,Finland
FIN,1976,5964.307309,Finland
FIN,1977,6332.374445,Finland
FIN,1978,6955.718989,Finland
FIN,1979,8048.635911,Finland
FIN,1980,9219.964248,Finland
FIN,1981,10178.843305,Finland
FIN,1982,11079.247256,Finland
FIN,1983,11799.914732,Finland
FIN,1984,12552.891975,Finland
FIN,1985,13352.515964,Finland
FIN,1986,13951.170527,Finland
FIN,1987,14764.181875,Finland
FIN,1988,16037.73889,Finland
FIN,1989,17450.705875,Finland
FIN,1990,18148.731978,Finland
FIN,1991,17562.986204,Finland
FIN,1992,17270.905681,Finland
FIN,1993,17457.923629,Finland
FIN,1994,18457.774082,Finland
FIN,1995,19567.743461,Finland
FIN,1996,20067.355803,Finland
FIN,1997,21787.261035,Finland
FIN,1998,23569.920073,Finland
FIN,1999,24761.699883,Finland
FIN,2000,26782.894928,Finland
FIN,2001,27798.106073,Finland
FIN,2002,28596.26124,Finland
FIN,2003,29042.780808,Finland
FIN,2004,31194.947331,Finland
FIN,2005,32047.675821,Finland
FIN,2006,34440.160351,Finland
FIN,2007,37843.065611,Finland
FIN,2008,40081.225921,Finland
FIN,2009,37988.229444,Finland
FIN,2010,38945.876126,Finland
FIN,2011,40845.76575,Finland
FIN,2012,40738.873438,Finland
FIN,2013,41325.582876,Finland
FIN,2014,41539.598953,Finland
FIN,2015,42250.407743,Finland
FIN,2016,44562.440813,Finland
FIN,2017,47234.988667,Finland
FIN,2018,49242.642829,Finland
FIN,2019,52276.174135,Finland
FIN,2020,53285.422279,Finland
FIN,2021,56785.46129,Finland
FIN,2022,62124.235911,Finland
FIN,2023,63540.903879,Finland
FIN,2024,65163.009713,Finland
FIN,2025,66101.967768,Finland
FRA,1960,1799.129803,France
FRA,1961,1883.962409,France
FRA,1962,2024.618561,France
FRA,1963,2125.060104,France
FRA,1964,2279.650042,France
FRA,1965,2440.861534,France
FRA,1966,2636.07333,France
FRA,1967,2816.769256,France
FRA,1968,3065.264138,France
FRA,1969,3450.068987,France
FRA,1970,3642.701518,France
FRA,1971,3992.158798,France
FRA,1972,4314.846324,France
FRA,1973,4794.16083,France
FRA,1974,5420.481153,France
FRA,1975,5839.797311,France
FRA,1976,6402.66616,France
FRA,1977,7010.71404,France
FRA,1978,7766.062418,France
FRA,1979,8683.341286,France
FRA,1980,9577.197989,France
FRA,1981,10548.483278,France
FRA,1982,11406.915461,France
FRA,1983,11939.518582,France
FRA,1984,12509.140335,France
FRA,1985,13042.871128,France
FRA,1986,13555.484641,France
FRA,1987,14170.210649,France
FRA,1988,15289.450372,France
FRA,1989,16492.237906,France
FRA,1990,17500.285711,France
FRA,1991,18227.183906,France
FRA,1992,18834.653202,France
FRA,1993,19131.754236,France
FRA,1994,19934.046079,France
FRA,1995,20748.171946,France
FRA,1996,21319.321501,France
FRA,1997,22246.208477,France
FRA,1998,23324.220065,France
FRA,1999,24270.460892,France
FRA,2000,26081.366244,France
FRA,2001,27427.457992,France
FRA,2002,28436.646146,France
FRA,2003,28113.007406,France
FRA,2004,29016.842034,France
FRA,2005,30536.043829,France
FRA,2006,32540.301896,France
FRA,2007,34195.447103,France
FRA,2008,35192.163357,France
FRA,2009,34827.880811,France
FRA,2010,36061.853652,France
FRA,2011,37675.170698,France
FRA,2012,37841.445959,France
FRA,2013,39772.553683,France
FRA,2014,40395.427694,France
FRA,2015,41049.660974,France
FRA,2016,42984.007884,France
FRA,2017,44527.741486,France
FRA,2018,46397.189077,France
FRA,2019,51119.874507,France
FRA,2020,49396.416903,France
FRA,2021,52428.286509,France
FRA,2022,56933.128207,France
FRA,2023,60923.022087,France
FRA,2024,62647.91382,France
FRA,2025,63973.935639,France
GBR,1960,2186.298678,United Kingdom
GBR,1961,2248.226997,United Kingdom
GBR,1962,2296.179887,United Kingdom
GBR,1963,2419.069763,United Kingdom
GBR,1964,2563.492244,United Kingdom
GBR,1965,2694.142395,United Kingdom
GBR,1966,2834.567525,United Kingdom
GBR,1967,2976.523362,United Kingdom
GBR,1968,3268.199673,United Kingdom
GBR,1969,3507.172729,United Kingdom
GBR,1970,3650.24045,United Kingdom
GBR,1971,3891.474944,United Kingdom
GBR,1972,4194.375494,United Kingdom
GBR,1973,4737.150557,United Kingdom
GBR,1974,5075.528401,United Kingdom
GBR,1975,5509.106446,United Kingdom
GBR,1976,5976.377605,United Kingdom
GBR,1977,6500.73544,United Kingdom
GBR,1978,7196.335801,United Kingdom
GBR,1979,7998.634969,United Kingdom
GBR,1980,8517.486697,United Kingdom
GBR,1981,9195.463089,United Kingdom
GBR,1982,9979.819024,United Kingdom
GBR,1983,10741.819553,United Kingdom
GBR,1984,11407.789674,United Kingdom
GBR,1985,12160.899735,United Kingdom
GBR,1986,12873.975876,United Kingdom
GBR,1987,13765.64361,United Kingdom
GBR,1988,14938.908176,United Kingdom
GBR,1989,15834.022567,United Kingdom
GBR,1990,16508.184866,United Kingdom
GBR,1991,16786.936847,United Kingdom
GBR,1992,17347.690242,United Kingdom
GBR,1993,18337.679049,United Kingdom
GBR,1994,19606.681536,United Kingdom
GBR,1995,20666.859209,United Kingdom
GBR,1996,22034.927763,United Kingdom
GBR,1997,23195.987828,United Kingdom
GBR,1998,23796.278364,United Kingdom
GBR,1999,24574.544055,United Kingdom
GBR,2000,26635.052661,United Kingdom
GBR,2001,28023.048238,United Kingdom
GBR,2002,29169.571591,United Kingdom
GBR,2003,30419.484628,United Kingdom
GBR,2004,32180.71564,United Kingdom
GBR,2005,32825.008224,United Kingdom
GBR,2006,34881.323244,United Kingdom
GBR,2007,35687.101533,United Kingdom
GBR,2008,36933.3105,United Kingdom
GBR,2009,35290.105243,United Kingdom
GBR,2010,36652.553618,United Kingdom
GBR,2011,37373.577722,United Kingdom
GBR,2012,38515.412125,United Kingdom
GBR,2013,40121.085343,United Kingdom
GBR,2014,41545.600545,United Kingdom
GBR,2015,42772.494118,United Kingdom
GBR,2016,44376.08951,United Kingdom
GBR,2017,46440.825824,United Kingdom
GBR,2018,47635.981528,United Kingdom
GBR,2019,50493.943285,United Kingdom
GBR,2020,48719.868734,United Kingdom
GBR,2021,51840.442735,United Kingdom
GBR,2022,60266.755204,United Kingdom
GBR,2023,60786.757516,United Kingdom
GBR,2024,62813.627343,United Kingdom
GBR,2025,64465.165745,United Kingdom
ISR,1995,20413.908972,Israel
ISR,1996,21292.078717,Israel
ISR,1997,21883.131656,Israel
ISR,1998,22441.437116,Israel
ISR,1999,22903.67485,Israel
ISR,2000,25153.665092,Israel
ISR,2001,25173.740225,Israel
ISR,2002,25477.926343,Israel
ISR,2003,24244.022525,Israel
ISR,2004,25628.949233,Israel
ISR,2005,25291.881307,Israel
ISR,2006,25911.442347,Israel
ISR,2007,27736.439916,Israel
ISR,2008,27399.45807,Israel
ISR,2009,27563.280653,Israel
ISR,2010,28897.138096,Israel
ISR,2011,30663.904461,Israel
ISR,2012,31756.313003,Israel
ISR,2013,34081.643991,Israel
ISR,2014,34085.398943,Israel
ISR,2015,35155.725892,Israel
ISR,2016,37452.784252,Israel
ISR,2017,38745.556653,Israel
ISR,2018,39534.036479,Israel
ISR,2019,40644.646909,Israel
ISR,2020,40486.079489,Israel
ISR,2021,45628.709897,Israel
ISR,2022,53077.046092,Israel
ISR,2023,55322.881403,Israel
ISR,2024,57453.175,Israel
ISR,2025,59813.29423,Israel
ITA,1970,3640.119365,Italy
ITA,1971,3876.083328,Italy
ITA,1972,4169.270065,Italy
ITA,1973,4679.27429,Italy
ITA,1974,5345.773418,Italy
ITA,1975,5684.805413,Italy
ITA,1976,6393.048958,Italy
ITA,1977,6934.626452,Italy
ITA,1978,7635.64843,Italy
ITA,1979,8736.631551,Italy
ITA,1980,9832.271377,Italy
ITA,1981,10838.804206,Italy
ITA,1982,11549.281483,Italy
ITA,1983,12137.558246,Italy
ITA,1984,12978.24155,Italy
ITA,1985,13759.319877,Italy
ITA,1986,14437.064907,Italy
ITA,1987,15265.431513,Italy
ITA,1988,16458.828057,Italy
ITA,1989,17670.431449,Italy
ITA,1990,18680.299552,Italy
ITA,1991,19589.692796,Italy
ITA,1992,20195.58663,Italy
ITA,1993,20485.460319,Italy
ITA,1994,21368.559834,Italy
ITA,1995,22446.045937,Italy
ITA,1996,23100.777628,Italy
ITA,1997,23936.771248,Italy
ITA,1998,25075.329185,Italy
ITA,1999,25654.678425,Italy
ITA,2000,27152.142319,Italy
ITA,2001,28132.672248,Italy
ITA,2002,28833.032966,Italy
ITA,2003,29249.176509,Italy
ITA,2004,29580.815906,Italy
ITA,2005,30137.81213,Italy
ITA,2006,32453.612053,Italy
ITA,2007,34107.552548,Italy
ITA,2008,35422.320586,Italy
ITA,2009,34501.666695,Italy
ITA,2010,34974.091511,Italy
ITA,2011,36392.307585,Italy
ITA,2012,36281.118449,Italy
ITA,2013,36459.286713,Italy
ITA,2014,36665.709207,Italy
ITA,2015,37384.405169,Italy
ITA,2016,40482.591491,Italy
ITA,2017,42142.314165,Italy
ITA,2018,43583.419042,Italy
ITA,2019,46661.895024,Italy
ITA,2020,44435.606105,Italy
ITA,2021,49825.333453,Italy
ITA,2022,57260.873654,Italy
ITA,2023,60349.695219,Italy
ITA,2024,62288.092896,Italy
ITA,2025,62768.946663,Italy
JPN,1970,3426.507535,Japan
JPN,1971,3718.313519,Japan
JPN,1972,4109.785902,Japan
JPN,1973,4618.439345,Japan
JPN,1974,4906.299978,Japan
JPN,1975,5459.003115,Japan
JPN,1976,5927.27104,Japan
JPN,1977,6510.295652,Japan
JPN,1978,7270.311571,Japan
JPN,1979,8236.296319,Japan
JPN,1980,9161.934067,Japan
JPN,1981,10381.47017,Japan
JPN,1982,11305.199322,Japan
JPN,1983,12092.196743,Japan
JPN,1984,12997.468645,Japan
JPN,1985,14013.70598,Japan
JPN,1986,14692.679748,Japan
JPN,1987,15682.005165,Japan
JPN,1988,17245.331325,Japan
JPN,1989,18734.045021,Japan
JPN,1990,20309.246603,Japan
JPN,1991,21650.011722,Japan
JPN,1992,22259.220682,Japan
JPN,1993,22614.840666,Japan
JPN,1994,23287.000184,Japan
JPN,1995,24243.958076,Japan
JPN,1996,25476.69419,Japan
JPN,1997,26096.334773,Japan
JPN,1998,25817.342687,Japan
JPN,1999,26022.801535,Japan
JPN,2000,27676.428229,Japan
JPN,2001,28314.859815,Japan
JPN,2002,29046.049542,Japan
JPN,2003,29747.50281,Japan
JPN,2004,31129.94642,Japan
JPN,2005,32465.315997,Japan
JPN,2006,33958.413601,Japan
JPN,2007,35349.929425,Japan
JPN,2008,35637.617064,Japan
JPN,2009,33847.164833,Japan
JPN,2010,35661.791806,Japan
JPN,2011,36483.013143,Japan
JPN,2012,37985.057868,Japan
JPN,2013,39865.050092,Japan
JPN,2014,40284.78567,Japan
JPN,2015,41737.490353,Japan
JPN,2016,41473.603703,Japan
JPN,2017,42364.55965,Japan
JPN,2018,43111.147587,Japan
JPN,2019,43770.491798,Japan
JPN,2020,43599.732706,Japan
JPN,2021,46065.286917,Japan
JPN,2022,49316.115916,Japan
JPN,2023,52796.051769,Japan
JPN,2024,54232.108624,Japan
JPN,2025,55488.327974,Japan
KOR,1970,603.368488,South Korea
KOR,1971,687.787911,South Korea
KOR,1972,755.889393,South Korea
KOR,1973,900.631851,South Korea
KOR,1974,1058.123002,South Korea
KOR,1975,1227.001649,South Korea
KOR,1976,1442.99438,South Korea
KOR,1977,1695.722407,South Korea
KOR,1978,1985.535768,South Korea
KOR,1979,2302.941383,South Korea
KOR,1980,2434.427685,South Korea
KOR,1981,2817.799632,South Korea
KOR,1982,3195.495652,South Korea
KOR,1983,3712.712548,South Korea
KOR,1984,4203.575211,South Korea
KOR,1985,4634.898097,South Korea
KOR,1986,5219.936972,South Korea
KOR,1987,5979.695979,South Korea
KOR,1988,6874.201372,South Korea
KOR,1989,7580.185971,South Korea
KOR,1990,8567.519945,South Korea
KOR,1991,9723.628829,South Korea
KOR,1992,10467.616395,South Korea
KOR,1993,11349.305367,South Korea
KOR,1994,12551.040033,South Korea
KOR,1995,13921.133196,South Korea
KOR,1996,15163.450516,South Korea
KOR,1997,16240.91595,South Korea
KOR,1998,15499.981181,South Korea
KOR,1999,17421.272205,South Korea
KOR,2000,19236.954257,South Korea
KOR,2001,20442.285063,South Korea
KOR,2002,22173.365313,South Korea
KOR,2003,22919.89965,South Korea
KOR,2004,24657.929438,South Korea
KOR,2005,26179.10362,South Korea
KOR,2006,27972.553371,South Korea
KOR,2007,30255.166055,South Korea
KOR,2008,31210.873543,South Korea
KOR,2009,30739.854371,South Korea
KOR,2010,33120.426788,South Korea
KOR,2011,33944.005129,South Korea
KOR,2012,35061.450514,South Korea
KOR,2013,35844.149337,South Korea
KOR,2014,37031.923567,South Korea
KOR,2015,39794.154766,South Korea
KOR,2016,41672.467561,South Korea
KOR,2017,43155.835282,South Korea
KOR,2018,45511.131505,South Korea
KOR,2019,46511.059739,South Korea
KOR,2020,47881.712884,South Korea
KOR,2021,51717.791333,South Korea
KOR,2022,55508.873891,South Korea
KOR,2023,57429.379953,South Korea
KOR,2024,61051.425954,South Korea
KOR,2025,63167.03356,South Korea
NLD,1969,4092.850852,Netherlands
NLD,1970,4425.371817,Netherlands
NLD,1971,4791.535831,Netherlands
NLD,1972,5071.841889,Netherlands
NLD,1973,5613.737619,Netherlands
NLD,1974,6329.856889,Netherlands
NLD,1975,6865.375239,Netherlands
NLD,1976,7527.718906,Netherlands
NLD,1977,8100.241414,Netherlands
NLD,1978,8819.253967,Netherlands
NLD,1979,9678.115161,Netherlands
NLD,1980,10807.615336,Netherlands
NLD,1981,11655.98412,Netherlands
NLD,1982,12167.069598,Netherlands
NLD,1983,12855.061241,Netherlands
NLD,1984,13674.292249,Netherlands
NLD,1985,14405.802075,Netherlands
NLD,1986,15023.571044,Netherlands
NLD,1987,15589.286466,Netherlands
NLD,1988,16586.000984,Netherlands
NLD,1989,17893.926258,Netherlands
NLD,1990,19209.613746,Netherlands
NLD,1991,20180.256674,Netherlands
NLD,1992,20834.643088,Netherlands
NLD,1993,21444.175343,Netherlands
NLD,1994,22417.171264,Netherlands
NLD,1995,23480.253769,Netherlands
NLD,1996,24564.894941,Netherlands
NLD,1997,26061.033068,Netherlands
NLD,1998,27749.203624,Netherlands
NLD,1999,29316.413114,Netherlands
NLD,2000,31893.686152,Netherlands
NLD,2001,33259.825002,Netherlands
NLD,2002,34568.306846,Netherlands
NLD,2003,34287.036685,Netherlands
NLD,2004,35960.227474,Netherlands
NLD,2005,37778.175906,Netherlands
NLD,2006,41208.323426,Netherlands
NLD,2007,44202.597716,Netherlands
NLD,2008,46713.179,Netherlands
NLD,2009,44960.23569,Netherlands
NLD,2010,45302.347175,Netherlands
NLD,2011,47004.345499,Netherlands
NLD,2012,47653.204285,Netherlands
NLD,2013,49623.330638,Netherlands
NLD,2014,49751.324397,Netherlands
NLD,2015,50956.451344,Netherlands
NLD,2016,53163.284899,Netherlands
NLD,2017,56038.531947,Netherlands
NLD,2018,58818.011031,Netherlands
NLD,2019,62344.802006,Netherlands
NLD,2020,62594.830591,Netherlands
NLD,2021,68573.754723,Netherlands
NLD,2022,78630.300762,Netherlands
NLD,2023,80392.102341,Netherlands
NLD,2024,84737.972778,Netherlands
NLD,2025,86656.216895,Netherlands
NOR,1970,3348.497472,Norway
NOR,1971,3694.488019,Norway
NOR,1972,4027.995048,Norway
NOR,1973,4409.205412,Norway
NOR,1974,4966.030656,Norway
NOR,1975,5663.585125,Norway
NOR,1976,6297.230924,Norway
NOR,1977,6937.673313,Norway
NOR,1978,7681.931085,Norway
NOR,1979,8652.237304,Norway
NOR,1980,9829.278986,Norway
NOR,1981,10903.499253,Norway
NOR,1982,11563.395937,Norway
NOR,1983,12450.560431,Norway
NOR,1984,13645.072746,Norway
NOR,1985,14811.105462,Norway
NOR,1986,15665.749134,Norway
NOR,1987,16255.371299,Norway
NOR,1988,16688.18534,Norway
NOR,1989,17447.659719,Norway
NOR,1990,18393.908409,Norway
NOR,1991,19462.866223,Norway
NOR,1992,20492.584744,Norway
NOR,1993,21451.523605,Norway
NOR,1994,22879.15122,Norway
NOR,1995,24209.815905,Norway
NOR,1996,26649.101119,Norway
NOR,1997,28372.939452,Norway
NOR,1998,27970.220459,Norway
NOR,1999,30369.970313,Norway
NOR,2000,36813.568451,Norway
NOR,2001,37686.605008,Norway
NOR,2002,37949.788135,Norway
NOR,2003,38646.045968,Norway
NOR,2004,42729.803493,Norway
NOR,2005,48192.531649,Norway
NOR,2006,54801.60883,Norway
NOR,2007,56902.525614,Norway
NOR,2008,63029.206869,Norway
NOR,2009,56747.097347,Norway
NOR,2010,59442.441376,Norway
NOR,2011,63894.912549,Norway
NOR,2012,67347.07177,Norway
NOR,2013,69181.161078,Norway
NOR,2014,68198.732748,Norway
NOR,2015,62678.527984,Norway
NOR,2016,61232.852344,Norway
NOR,2017,66828.372646,Norway
NOR,2018,72616.957033,Norway
NOR,2019,73628.639413,Norway
NOR,2020,69785.450242,Norway
NOR,2021,92211.230958,Norway
NOR,2022,129917.060525,Norway
NOR,2023,107760.191206,Norway
NOR,2024,105662.319293,Norway
NOR,2025,104078.357127,Norway
NZL,1970,3827.549245,New Zealand
NZL,1971,4199.230391,New Zealand
NZL,1972,4570.424013,New Zealand
